Nummer,Jahr,Technik,Format,Ausrichtung,Darstellungsformen,Gegenständlich/Ungegenständlich,Motiv,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
5029,a2010,T     ,21x30,breit, ,U,Ba   ,,H4,gr,ParPC,,"nach Cézannes ""Grandes Baigneuses""",iBdK,,,,5029
5030,a2010,T     ,21x30,breit, ,U,Ba   ,,H4,gr,ParPC,,"nach Cézannes ""Grandes Baigneuses""",iBdK,,,,5030
5031,a2010,Fs     ,21x30,breit, ,U,Ba   ,,H1,gr,ParPC,zwi,Les Grandes Baigneuses (nach Cézanne),iBdK,,,,5031
5032,a2010,zT Dd B   ,21x30,breit, ,UoG,AP FigG Ba ,,H2,gr,ParPC,waa,"nach den ""Grandes Baigneuses"" von Cézanne",iBdK,,,,5032
5033,a2016,zT T B   ,21x30,breit, ,UnG,AP FigG Ba P,,H3,gr,ParPC,,,iBdK,,,,5033
5034,a2016,zT B Fs   ,21x30,breit, ,UoG,AP FigG Ba ,,H1,gr,ParPC,,,iBdK,,,,5034
5035,a2015,zT T G   ,21x30,breit, ,U,Ba   ,,H4,gr,ParPC,,,iBdK,,,,5035
5036,a2014,zT B G   ,21x30,breit, ,UnG,AP FigG Ba P,,H3,gr,ParPC,kre,Les Grandes Baigneuses (d'après Cézanne),iBdK,,,,5036
5037,a2010,K      ,21x30,breit, ,U,Ba   ,,H2,gr,ParPC,fis,Les Grandes Baigneuses (d'après Cézanne),iBdK,,,,5037
5038,a2010,zT Dd Aq   ,21x30,breit, ,U,Ba   ,,H2,g,ParPC,fis,"zu den ""Grandes Baigneuses"" von Paul Cézanne",iBdK,,,,5038
5039,a2010,Mt Dd Aq G  ,21x30,breit, ,Gs,AP FigG L Ba,,H2,cf,ParPC,kre,"nach den ""Grossen Badenden"" von Cézanne",iBdK,,,,5039
5040,a2015,G     ,21x28,breit, ,Gs,A lL Sb Z,,H4,cf,,,,iBdK,,,FigR,5040
5041,a2015,G     ,29x38,breit, ,Gs,A lL Sb Z,,H3,cf,,,,iBdK,,,FigR,5041
5042,a2016,G     ,21x30,breit, ,Gs,A lL Sb Z,,H3,cf,,,,iBdK,,,FigR,5042
5043,a2015,G     ,21x28,breit, ,Gs,A lL Sb Z,,H3,cf,,,,iBdK,,,FigR,5043
5044,a2016,G     ,31x42,breit, ,Gs,A Sb Z FigR,,H4,cf,,,,iBdK,,,,5044
5045,a2016,G     ,24x31,breit, ,Gs,A Sb Z FigR,,H3,cf,,,,iBdK,,,,5045
5046,a2015,G     ,24x31,breit, ,Gs,A Sb Z FigR,,H3,cf,,,,iBdK,,,,5046
5047,a2016,G     ,20x24,breit, ,Gs,A lL Sb Z,,H3,cf,,,,iBdK,,,FigR,5047
5048,a2016,G     ,21x28,breit, ,Gs,A lL Sb Z,,H4,m,,,,iBdK,,,FigR,5048
5049,a2015,G     ,21x28,breit, ,Gs,A lL FigR ,,H3,cf,,,,iBdK,,,,5049
5050,a2015,G     ,24x32,breit, ,Gs,A lL P FigR,,H3,cf,,,,iBdK,,,,5050
5051,a2015,G     ,24x34,breit, ,Gs,A Sb P FigG,,H4,cf,,,,iBdK,,,,5051
5052,a2015,G     ,24x32,breit, ,Gs,A Sb P FigG,,H4,cf,,,,iBdK,,,,5052
5053,a2015,G     ,22x34,breit, ,Gs,A Sb bb ZM,,H4,v,,,,iBdK,,,FigG,5053
5054,a2015,G     ,17x21,breit, ,Gs,A P  ,,H2,y,,,,iBdK,,,,5054
5055,a1973,zT K B   ,16x16,quadratisch, ,U,Sch Sta  ,,H1,gr,,,FORMEN MIT UNBOTMÄSSIGEN SCHATTEN,iBdK,,,,5055
5056,a1974,T     ,11x12,breit, ,UoG,L   ,,H4,gr,,kre,,iBdK,,,,5056
5057,a2001,T     ,9x18,breit, ,U,   ,,H5,gr,Kr4,sko,nächtliches Gestade,iBdK,,,,5057
5058,a2001,zT B T   ,9x18,breit, ,U,   ,,H2,gr,Par5,sko,nach Böcklins «Kentaurenkampf»,iBdK,,,,5058
5059,a2001,B     ,9x18,breit, ,UnG,A   ,,H3,gr,Kr8,,banges Warten,iBdK,,,,5059
5060,a2017,B     ,21x30,breit, ,UoG,FiG   ,,H2,gr,Par4,,La Crocifissione (nach Gianbattista Tiepolo),iBdK,,,,5060
5061,a2017,B     ,21x28,breit,Lwi ,UoG,FiG   ,,H1,gr,Par4,,La Crocifissione (nach Gianbattista Tiepolo),iBdK,,,,5061
5062,a2017,B     ,30x15,hoch, ,UnG,AP   ,,H1,gr,Par4,,Resurrezione di Cristo (Veronese),iBdK,,,,5062
5063,a2008,Mt Dd B C  ,20x28,breit, ,U,BiB   ,,H2,gr,Par3,sko,Le Calvaire (d'après Fernando Gallego),iBdK,,,,5063
5064,a2017,B     ,21x13,hoch, ,Gs,AP   ,,H2,gr,Par3,,Figura virile (Tiziano Aspetti detto Minio),iBdK,,,,5064
5065,a2017,B     ,20x17,hoch, ,UnG,FiG   ,,H2,gr,Par4,,Strage degli innocneti (Sante Peranda?),iBdK,,,,5065
5066,a2017,zT B Fa   ,15x21,breit, ,U,   ,,H3,bw,Par6,,La signora con la veletta (Medardo Rooso),iBdK,,,,5066
5067,a2006,zT B Fs   ,21x30,breit,Lst ,U,   ,,H2,gr,Par11,zwi,"Mann, Insekten",iBdK,,,,5067
5068,a2004,Mt B T G Dd ,15x21,breit,Lwi ,U,Sch   ,,H2,gr,Kr8,,LAW AND ORDER,iBdK,,,,5068
5069,a2017,zT B T   ,13x25,breit, ,U,   ,,H3,gr,Par7b,,"""Tremblor III"" (nach Edouardo Chillida)",iBdK,,,,5069
5070,a2017,zT Fs T   ,11x21,breit, ,Gs,Mw   ,,H2,gr,Par3,,fontaine,iBdK,,,,5070
5071,a2002,B      ,15x21,breit, ,Gs,Z A Sb ,,H2,gr,,kre,Zeichner,iBdK,,,,5071
5072,a2012,Mt B T G Dd ,21x30,breit, ,UnG,mF BiB  ,,H2,gr,Par9a,was,When Hangover Becomes Form (nach Rachel Harrison),iBdK,,,C,5072
5073,a2009,zT B Dd   ,9x11,breit, ,UoG,P AP Sch ,,H3,gr,ParAR,,"nach Auguste Rodins ""Création""",iBdK,,,,5073
5074,a2001,zT B G   ,9x11,breit, ,UnG,P AP  ,,H4,gr,ParAR,,nach Rodins CREATION,iBdK,,,,5074
5075,a2001,Mt B Fs Dd  ,9x11,breit, ,UoG,P AP Ken FigG,,H3,gr,ParAR,zwi,"nach Rodins ""Création""",iBdK,,,,5075
5076,a2014,zT T Dd   ,11x14,breit, ,UnG,AP FigG BiB Sch,,H4,gr,ParAR,,Schöpfung (nach Rodin),iBdK,,,,5076
5077,a2012,Mt Dd B Opl  ,11x15,breit, ,UnG,P AP lL BiB,,H3,cf,ParAR,was,Schöpfung (nach Rodin),iBdK,,,,5077
5078,a2005,Mt Dd B Fs  ,15x20,breit, ,,P AP FigG Ri,,H2,gr,ParAR,waa,la création,iBdK,,,,5078
5079,a2001,B     ,15x21,breit,Lwi ,Gs,FigG AP Ken Sb,,H2,gr,ParAR,,kleiner schöpfungsakt,iBdK,,,,5079
5080,a2001,B     ,17x21,breit, ,UoG,P AP FigG ,,H1,gr,ParAR,,"d'après ""La Création"" de Rodin",iBdK,,,,5080
5081,a2001,B     ,21x30,breit, ,UoG,P AP FigG Sb,,H2,gr,ParAR,,"nach ""La Création"" von Rodin",iBdK,,,,5081
5082,a2001,zT B T   ,21x30,breit, ,UoG,P AP FigG Sb,,H2,gr,ParAR,,"nach ""La Création"" von Rodin",iBdK,,,,5082
5083,a2001,zT B T   ,21x30,breit, ,UoG,P AP FigG ,,H3,gr,ParAR,,"nach ""La Création"" von Rodin",iBdK,,,,5083
5084,a2001,zT B Fs   ,21x30,breit, ,U,   ,,H2,gr,ParAR,,"nach ""La Création"" von Rodin",iBdK,,,,5084
5085,a2001,B     ,21x30,breit, ,UoG,P AP FigG Sch,,H2,gr,ParAR,,"nach ""La Création"" von Rodin",iBdK,,,,5085
5086,a1975,OPa      ,24x23,hoch, ,UoG,Sta   ,,H4,cf,,,,iBdK,,,,5086
5087,a1977,OP     ,34x32,hoch, ,U,   ,,H4,cf,,,,iBdK,,,,5087
5088,a1975,K     ,34x31,hoch, ,U,   ,,H2,gr,,,,iBdK,,,,5088
5089,a1975,Mt OPa  T Fa  ,37x30,hoch, ,UoG,Sch Pf Kt ,,H2,b,,,,iBdK,Rudolf Mumprecht,,,5089
5090,a1977,Mt Od T Opl  ,30x21,hoch,Gi ,U,   ,,H3,gr,,,,iBdK,,,,5090
5091,a1985,Mt R Dp B  ,24x31,breit, ,UoG,L lL Ri Sb,,H2,gr,,,,iBdK,,,,5091
5092,a1990,Mt OPa  B Fa  ,24x31,breit,Lwi ,UoG,   ,,H4,cf,,,,iBdK,,,,5092
5093,a1991,G      ,33x43,breit,RiK ,UoG,L   ,,H4,g,,fis,,iBdK,,,,5093
5094,a2012,Mt B T G Od ,40x29,hoch,Gi ,UnG,mF   ,,H3,gr,Par9a,was,o.T. (nach Rachel Harrison),iBdK,,,"Dd, C, Fa",5094
5095,a1977,R      ,16x13,hoch, ,UoG,Sch   ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.07 II,5095
5096,a1977,zT R Hd   ,23x27,breit, ,U,   ,,H5,bw,,,,iBdK,,,Kat.DG.24.4.08b,5096
5097,a1977,R     ,18x23,breit, ,U,   ,,H4,bw,,,,iBdK,,,Kat.DG.24.4.09 II,5097
5098,a1977,R     ,18x15,hoch, ,UoG,mF   ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.11,5098
5099,a1978,R     ,18x15,hoch, ,Gs,ZM A Sb ,,H4,bw,,,Maler und Modell,iBdK,,,Kat.DG.24.4.17,5099
5100,a1979,R     ,10x10,quadratisch, ,Gs,mF P  ,,H2,bw,,,,iBdK,,,Kat.DG.24.4.19 II,5100
5101,a1982,R     ,28x17,hoch, ,Gs,ZM Sch FigR A,,H3,bw,,,,iBdK,,,Kat.DG.24.4.21 II,5101
5102,a1979,R     ,13x16,breit, ,Gs,FigG Sch  ,,H2,gr,,,Drei Figuren,iBdK,,,Kat.DG.24.4.34,5102
5103,a1979,R     ,13x20,breit, ,Gs,FigG Sch  ,,H3,gr,,,Sechs Figuren,iBdK,,,Kat.DG.24.4.37,5103
5104,a1982,R     ,13x16,breit, ,Gs,Sb Sch FigR O,,H3,gr,,,"Selbst, Raum, Objekte",iBdK,,,Kat.DG.24.4.39 IV,5104
5105,a1979,R     ,15x20,breit, ,Gs,Sb FigR Sch ,,H1,bw,,,Selbstportrait,iBdK,,,Kat.DG.24.4.40 I,5105
5106,a1980,R     ,15x20,breit, ,Gs,Sb FigR Sch ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.40 II,5106
5107,a1980,R     ,32x25,hoch, ,Gs,Sb BiB lL KiA,,H3,bw,,,"Selbst, Raum, Bilder",iBdK,,,"FigR, Kat.DG.24.4.44",5107
5108,a1981,R     ,10x10,quadratisch, ,Gs,mF FigR O Pf,,H3,bw,,,nature M orte,iBdK,,,Kat.DG.24.4.48,5108
5109,a1981,R     ,15x18,breit, ,Gs,Ri O FigR ,,H4,bw,,,,iBdK,,,Kat.DG.24.4.49,5109
5110,a1981,R     ,15x18,breit, ,Gs,mF O Sch Pf,,H3,bw,,,,iBdK,,,"FigR, Kat.DG.24.4.53",5110
5111,a1981,R     ,20x28,breit, ,Gs,mF O Pf ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.55,5111
5112,a1981,R     ,17x20,breit, ,Gs,mF O  ,,H4,bw,,,,iBdK,,,Kat.DG.24.4.56,5112
5113,a1981,R     ,23x26,breit, ,Gs,Sb Ri FigR Sch,,H3,bw,,,Boboskop,iBdK,,,Kat.DG.24.4.57,5113
5114,a1981,R     ,14x20,breit, ,Gs,mF O Pf bb,,H4,gr,,,,iBdK,,,"FigR, Kat.DG.24.4.58",5114
5115,a1981,R     ,16x27,breit, ,Gs,mF O FigR Sch,,H3,gr,,,,iBdK,,,Kat.DG.24.4.60,5115
5116,a1981,R     ,16x20,breit, ,Gs,mF O FigR Sch,,H3,gr,,,"Figur, Objekte",iBdK,,,Kat.DG.24.4.61 II,5116
5117,a1981,R     ,20x25,breit, ,Gs,mF O FigR BiB,,H3,gr,,,"Figur, Objekte",iBdK,,,Kat.DG.24.4.62,5117
5118,a1981,R     ,16x18,breit, ,Gs,mF O FigR ,,H4,gr,,,,iBdK,,,Kat.DG.24.4.63,5118
5119,a1981,R     ,25x30,breit, ,Gs,P BiB Sch ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.64,5119
5120,a1981,R     ,20x24,breit, ,Gs,A O FigR ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.65,5120
5121,a1981,R     ,8x8,quadratisch, ,Gs,Ri O Pf FigR,,H3,gr,,,,iBdK,,,Kat.DG.24.4.67,5121
5122,a1981,R     ,21x27,breit, ,Gs,Ri O FigR ,,H4,gr,,,"Kind, Kleider, Schachtel",iBdK,Kind,,Kat.DG.24.4.69,5122
5123,a1981,R     ,13x16,breit, ,Gs,mF O Pf Ti,,H3,bw,,,,iBdK,,,"FigR, Kat.DG.24.4.71",5123
5124,a1981,R     ,13x16,breit, ,Gs,mF O FigR Ti,,H3,bw,,,,iBdK,,,Kat.DG.24.4.72,5124
5125,a1981,R     ,13x16,breit, ,Gs,mF Pf FigR Ti,,H3,bw,,,,iBdK,,,Kat.DG.24.4.73,5125
5126,a1981,R     ,13x15,breit, ,Gs,Ti L Ar Pf,,H3,gr,,,Raum mit Landschaft,iBdK,,,Kat.DG.24.4.74,5126
5127,a1981,R     ,13x15,breit, ,Gs,Ri O Pf ,,H4,gr,,,Winter 81,iBdK,,,Kat.DG.24.4.75,5127
5128,a1981,R     ,13x11,hoch, ,Gs,O Sch  ,,H3,gr,,,Welt-Bild V,iBdK,,,Kat.DG.24.4.76,5128
5129,a1981,R     ,13x11,hoch, ,Gs,O Sch Ti Ar,,H3,gr,,,Welt-Bild VII,iBdK,,,Kat.DG.24.4.78,5129
5130,a1981,R     ,13x11,hoch, ,Gs,O Ar Sch ,,H3,bw,,,Welt-Bild VIII,iBdK,,,Kat.DG.24.4.79,5130
5131,a1981,R     ,13x11,hoch, ,Gs,O Sch Tie ,,H2,gr,,,Welt-Bild IX,iBdK,,,Kat.DG.24.4.80,5131
5132,a1982,R     ,25x16,hoch, ,Gs,A bb Sch FigG,,H3,bw,,,,iBdK,,,Kat.DG.24.4.87,5132
5133,a1982,R     ,22x25,breit, ,Gs,A O FigR ,,H1,bw,Par3,,"""Der Tag"" (nach Michelangelo Buonarroti)",iBdK,,,Kat.DG.24.4.88 I,5133
5134,a1982,R     ,8x15,breit, ,Gs,A   ,,H1,bw,,,,iBdK,,,Kat.DG.24.4.90,5134
5135,a1982,R     ,8x8,quadratisch, ,Gs,A Sch  ,,H1,bw,,,,iBdK,,,Kat.DG.24.4.93,5135
5136,a1982,R     ,8x8,quadratisch, ,Gs,Ri Sch  ,,H1,bw,,,,iBdK,,,Kat.DG.24.4.96,5136
5137,a1982,R     ,8x9,breit, ,Gs,Ri Sch  ,,H2,bw,,,,iBdK,,,Kat.DG.24.4.98,5137
5138,a1982,R     ,8x9,breit, ,Gs,Kt   ,,H2,bw,,,,iBdK,,,Kat.DG.24.4.99,5138
5139,a1983,R     ,9x8,hoch, ,Gs,mF   ,,H2,bw,,,,iBdK,,,Kat.DG.24.4.101,5139
5140,a1982,R     ,8x8,quadratisch, ,Gs,Kt   ,,H2,bw,,,,iBdK,,,Kat.DG.24.4.102,5140
5141,a1982,R     ,16x13,hoch, ,Gs,O Pf  ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.103,5141
5142,a1982,R     ,16x13,hoch, ,Gs,O bb Ar ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.105,5142
5143,a1982,R     ,13x16,breit, ,Gs,O Ar Sch ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.106,5143
5144,a1982,R     ,13x19,breit, ,Gs,mF O FigR KiA,,H3,gr,,,o.T. (Hansjürg Brunner),iBdK,,,Kat.DG.24.4.107,5144
5145,a1982,R     ,24x20,hoch, ,Gs,mF BiB KiA ,,H4,bw,,,Atelier Ruth Burri,iBdK,,,Kat.DG.24.4.108,5145
5146,a1982,R     ,8x9,breit, ,Gs,Kt   ,,H2,bw,,,,iBdK,,,Kat.DG.24.4.110,5146
5147,a1982,R     ,8x9,breit, ,Gs,A Sch  ,,H2,bw,,,,iBdK,,,Kat.DG.24.4.113,5147
5148,a1982,R     ,25x32,breit, ,Gs,mF Pf BiB FigR,,H3,bw,,,Kinderzimmer I,iBdK,Schüler der Sekundarschule Boll,,Kat.DG.24.4.114,5148
5149,a1982,R     ,8x9,breit, ,Gs,A Sch  ,,H2,bw,,,,iBdK,,,Kat.DG.24.4.117,5149
5150,a1982,R     ,25x20,hoch, ,Gs,mF KiA  ,,H3,bw,Par7a,,o.T. (Hansjürg Brunner),iBdK,,,Kat.DG.24.4.119,5150
5151,a1982,R     ,25x32,breit, ,Gs,FigR O  ,,H2,bw,,,Eiszeit,iBdK,,,Kat.DG.24.4.130,5151
5152,a1982,R     ,16x24,breit, ,Gs,FigG   ,,H1,bw,,,Die Männer von El Hamba,iBdK,,,Kat.DG.24.4.132 I,5152
5153,a1982,R     ,16x24,breit, ,UnG,FigG   ,,H2,bw,,,Die Männer von El Hamba,iBdK,,,Kat.DG.24.4.132 II,5153
5154,a1982,R     ,13x15,breit, ,Gs,P Sch  ,,H1,bw,,,o.T. (VM),iBdK,,,Kat.DG.24.4.133 I,5154
5155,a1982,R     ,13x15,breit, ,Gs,P O  ,,H2,bw,,,o.T. (VM),iBdK,,,Kat.DG.24.4.133 II,5155
5156,a1983,R     ,12x16,breit, ,Gs,A   ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.137,5156
5157,a1983,R     ,12x16,breit, ,Gs,A O Pf Ti,,H2,gr,,,,iBdK,,,Kat.DG.24.4.138,5157
5158,a1983,R     ,15x16,breit, ,Gs,A Ti Sch ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.139,5158
5159,a1983,R     ,13x16,breit, ,Gs,A O  ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.141,5159
5160,a1983,R     ,9x8,hoch, ,Gs,A Ti  ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.142,5160
5161,a1983,R     ,8x11,breit, ,Gs,A   ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.143,5161
5162,a1983,R     ,20x15,hoch, ,Gs,O St Ti Ec,,H4,gr,,,naturalezza muerta,iBdK,,,Kat.DG.24.4.170,5162
5163,a1983,R     ,8x6,hoch, ,Gs,A Sch  ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.171,5163
5164,a1983,R     ,13x16,breit, ,Gs,A O Ti Sch,,H3,gr,,,"Figur, Objekte",iBdK,,,"Kat.DG.24.4.172, BZ-Grafikmappe",5164
5165,a1983,R     ,13x16,breit, ,Gs,A O So Pf,,H3,gr,,,"Figur, Objekte",iBdK,,,"Kat.DG.24.4.173, BZ-Grafikmappe",5165
5166,a1983,R     ,19x15,hoch, ,Gs,O Pf Sch Ec,,H3,gr,,,Plaza de la Independenzia,iBdK,,,Kat.DG.24.4.174,5166
5167,a1984,R     ,17x14,hoch, ,Gs,Ti Pf Sch O,,H3,gr,,,Wealth,iBdK,,,Kat.DG.24.4.175,5167
5168,a1983,R     ,20x15,hoch, ,Gs,O bb Sch Ar,,H4,gr,,,,iBdK,,,Kat.DG.24.4.176,5168
5169,a1983,R     ,9x8,hoch, ,Gs,A   ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.177,5169
5170,a1984,R     ,9x8,hoch, ,Gs,A So Sch ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.178,5170
5171,a1984,R     ,14x16,breit, ,Gs,A So  ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.179,5171
5172,a1984,R     ,8x9,breit, ,Gs,A So O ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.180,5172
5173,a1984,R     ,8x9,breit, ,Gs,A So  ,,H1,gr,,,,iBdK,,,Kat.DG.24.4.181,5173
5174,a1983,R     ,15x20,breit, ,Gs,FigR O Pf ,,H4,gr,,,,iBdK,,,Kat.DG.24.4.183,5174
5175,a1984,R     ,7x8,breit, ,Gs,A   ,,H1,gr,,,,iBdK,,,Kat.DG.24.4.184,5175
5176,a1984,R     ,8x7,hoch, ,Gs,A   ,,H1,gr,,,,iBdK,,,Kat.DG.24.4.185,5176
5177,a1983,R     ,14x17,breit, ,Gs,A Ti O St,,H4,gr,,,,iBdK,,,Kat.DG.24.4.187,5177
5178,a1983,R     ,14x16,breit, ,Gs,A O Pf Sch,,H3,gr,,,,iBdK,,,Kat.DG.24.4.188,5178
5179,a1983,R     ,15x15,quadratisch, ,Gs,Ti O Pf Vo,,H3,gr,,,,iBdK,,,Kat.DG.24.4.192,5179
5180,a1984,R     ,14x16,breit, ,Gs,Ti O Sch ,,H1,gr,,,conférence,iBdK,,,Kat.DG.24.4.196 I,5180
5181,a1984,R     ,14x16,breit, ,Gs,Ti O bb ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.197 II,5181
5182,a1984,R     ,14x16,breit, ,UoG,O   ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.210,5182
5183,a1985,R     ,13x12,hoch, ,Gs,O St bb Pf,,H2,gr,,,,iBdK,,,Kat.DG.24.4.212,5183
5184,a1985,R     ,10x12,breit, ,UoG,Ti   ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.213,5184
5185,a1985,R     ,10x12,breit, ,UoG,Ti O  ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.214,5185
5186,a1985,R     ,10x12,breit, ,Gs,Ti bb St O,,H3,gr,,,,iBdK,,,Kat.DG.24.4.215,5186
5187,a1985,R     ,13x17,breit, ,UoG,Ti O Sch ,,H4,gr,,,E gfreuti Sach ...,iBdK,,,"Kat.DG.24.4.217, GSMBA - Jahresblatt 85",5187
5188,a1985,R     ,13x17,breit, ,UoG,L Pf Sch ,,H3,gr,,,VerDAMMt,iBdK,,,"Kat.DG.24.4.218, GSMBA - Jahresblatt 85",5188
5189,a1985,R     ,13x17,breit, ,UoG,L lL O ,,H3,gr,,,TELL them,iBdK,,,"Kat.DG.24.4.219, GSMBA - Jahresblatt 85",5189
5190,a1984,R     ,13x16,breit, ,U,   ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.223,5190
5191,a1985,R     ,13x16,breit, ,Gs,L O  ,,H4,gr,,,,iBdK,,,Kat.DG.24.4.227,5191
5192,a1985,R     ,23x20,hoch, ,UoG,O St Pf ,,H4,gr,,,Déjeuner sur l'herbe,iBdK,,,Kat.DG.24.4.233,5192
5193,a1985,R     ,14x16,breit, ,Gs,Ti O  ,,H4,gr,,,,iBdK,,,Kat.DG.24.4.234,5193
5194,a1985,R     ,15x13,hoch, ,UoG,Vo O  ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.235,5194
5195,a1986,R     ,12x16,breit, ,U,   ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.257,5195
5196,a1986,R     ,12x16,breit, ,U,   ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.263,5196
5197,a1987,R     ,12x16,breit, ,U,   ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.274,5197
5198,a1997,R  Od   ,15x18,breit, ,U,   ,,H4,c,,,,iBdK,,,Kat.DG.24.4.291 II,5198
5199,a1997,R  Od   ,15x18,breit, ,U,   ,,H4,c,,,,iBdK,,,Kat.DG.24.4.292 II,5199
5200,a1989,R     ,11x15,breit, ,U,   ,,H3,bw,,,,iBdK,,,Kat.DG.24.4.333,5200
5201,a1989,R     ,11x15,breit, ,U,   ,,H4,bw,,,,iBdK,,,Kat.DG.24.4.341,5201
5202,a1987,R     ,15x18,breit, ,U,   ,pa,H3,bw,,,parallel,iBdK,,,"Kat.DG.24.4.271, I/XII",5202
5203,a1987,R     ,15x18,breit, ,UnG,Pf   ,pa,H2,bw,,,parallel,iBdK,,,"Kat.DG.24.4.270, II/XII",5203
5204,a1987,R     ,15x18,breit, ,U,   ,pa,H3,bw,,,parallel,iBdK,,,"Kat.DG.24.4.269, III/XII",5204
5205,a1987,R     ,15x18,breit, ,U,   ,pa,H3,bw,,,parallel,iBdK,,,"Kat.DG.24.4.266, IV/XII",5205
5206,a1987,R     ,15x18,breit, ,U,   ,pa,H3,bw,,,parallel,iBdK,,,"Kat.DG.24.4.296, V/XII",5206
5207,a1987,R     ,15x18,breit, ,U,   ,pa,H2,bw,,,parallel,iBdK,,,"Kat.DG.24.4.268, VI/XII",5207
5208,a1987,R     ,15x18,breit, ,U,   ,pa,H3,bw,,,parallel,iBdK,,,"Kat.DG.24.4.288, VII/XII",5208
5209,a1987,R     ,15x18,breit, ,U,   ,pa,H3,bw,,,parallel,iBdK,,,"Kat.DG.24.4.267, VIII/XII",5209
5210,a1987,R     ,15x18,breit, ,U,   ,pa,H4,bw,,,parallel,iBdK,,,"Kat.DG.24.4.286, IX/XII",5210
5211,a1987,R     ,15x18,breit, ,U,   ,pa,H3,bw,,,parallel,iBdK,,,"Kat.DG.24.4.292, X/XII",5211
5212,a1987,R     ,15x18,breit, ,U,   ,pa,H4,bw,,,parallel,iBdK,,,"Kat.DG.24.4.287, XI/XII",5212
5213,a1987,R     ,15x18,breit, ,U,   ,pa,H2,bw,,,parallel,iBdK,,,"Kat.DG.24.4.285, XII/XII",5213
5214,a1974,R     ,25x20,hoch, ,UoG,FigG   ,,H1,bw,,,,iBdK,,,Kat.DG.24.4.01,5214
5215,a1977,R     ,25x23,hoch, ,U,   ,,H3,gr,,,,iBdK,,,Kat.DG.24.4.03,5215
5216,a1977,R     ,8x8,quadratisch, ,U,   ,,H1,bw,,,,iBdK,,,Kat.DG.24.4.04,5216
5217,a1976,R     ,25x20,hoch, ,UoG,   ,,H4,gr,,,Prozession,iBdK,,,Kat.DG.24.4.05a,5217
5218,a1977,R     ,25x20,hoch, ,UoG,   ,,H4,gr,,,Prozession,iBdK,,,Kat.DG.24.4.05b,5218
5219,a1977,R     ,23x27,breit, ,U,   ,,H3,b,,,,iBdK,,,Kat.DG.24.4.08a,5219
5220,a1977,R     ,17x14,hoch, ,UoG,L Pf mF ,,H3,bw,,,Figur in einer Landschaft,iBdK,,,Kat.DG.24.4.12,5220
5221,a1977,R     ,22x20,hoch, ,UoG,L Pf mF ,,H4,bw,,,Figur in einer Landschaft,iBdK,,,Kat.DG.24.4.14,5221
5222,a1978,R     ,26x24,hoch, ,Gs,ZM A Ti ,,H1,bw,,,Zeichner und Modell,iBdK,,,Kat.DG.24.4.15,5222
5223,a1978,R     ,22x20,hoch, ,Gs,ZM A FigR Vo,,H4,bw,,,Figuren im Raum,iBdK,,,Kat.DG.24.4.16,5223
5224,a1978,R     ,15x15,quadratisch, ,Gs,A   ,,H2,gr,,,,iBdK,,,Kat.DG.24.4.18,5224
5225,a1979,R     ,25x20,hoch, ,Gs,ZM AP FigR O,,H4,bw,ParT,,"Bacchanalie, nach Tizian",iBdK,,,Kat.DG.24.4.20 I,5225
5226,a1979,R     ,25x20,hoch, ,Gs,Pf AP FigR O,,H4,bw,ParT,,"Bacchanalie, nach Tizian",iBdK,,,Kat.DG.24.4.20 II,5226
5227,a1979,R     ,20x24,breit, ,Gs,P FigR Sch O,,H1,bw,Par8a,,Woodstock 79,iBdK,,,Kat.DG.24.4.24 I,5227
5228,a1979,R     ,20x24,breit, ,Gs,P FigR Sch O,,H3,bw,Par8a,,Woodstock 79,iBdK,,,Kat.DG.24.4.24 II,5228
