Nummer,Jahr,Technik,Format,Ausrichtung,Darstellungsformen,Gegenständlich/Ungegenständlich,Motiv,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
4821,a1977,B     ,22x25,breit,Fro ,U,   ,24 Variationen,H3,bw,Par1-7b,,,iBdK,,,,4821
4822,a1977,B     ,22x25,breit,Fro ,U,   ,24 Variationen,H3,bw,Par1-7b,,,iBdK,,,,4822
4823,a1977,B     ,22x25,breit,Fro ,U,   ,24 Variationen,H3,bw,Par1-7b,,,iBdK,,,,4823
4824,a1977,B     ,22x25,breit,Fro ,U,   ,24 Variationen,H3,bw,Par1-7b,,,iBdK,,,,4824
4825,a1977,B     ,22x25,breit,Fro ,U,   ,24 Variationen,H3,bw,Par1-7b,,,iBdK,,,,4825
4826,a2004,Mt B Ks G T ,12x20,breit, ,Gs,A FigG BiB ,,H2,gr,ParVB,,nach VB28.005.ALI,iBdK,,,,4826
4827,a2007,zT B T   ,15x20,breit, ,UnG,Tie   ,,H2,gr,Kr2,,letzter Tanz,iBdK,,,,4827
4828,a2001,T     ,15x18,breit, ,U,   ,,H3,bw,Kr2,,mit dem toten Esel,iBdK,,,,4828
4829,a2017,zT B T   ,11x9,hoch, ,U,Sch   ,,H2,gr,Kr3,,Buchstabensippe,iBdK,,,,4829
4830,a2001,Mt B T W  ,15x15,quadratisch, ,UnG,A Z Sb ,,H2,b,Kr5f,,sur le motif,iBdK,,,,4830
4831,a2001,zT B T   ,15x21,breit, ,UnG,A Z Sb ,,H3,gr,Kr5f,,Porträtist,iBdK,,,,4831
4832,a2003,B      ,9x11,breit, ,UnG,A P  ,,H2,gr,Kr5d,,Akrobatin,iBdK,,,,4832
4833,a2017,zT B Fs   ,9x11,breit, ,UnG,Kt   ,,H3,gr,Kr5e,,mitten,iBdK,,,,4833
4834,a2017,B      ,15x21,breit, ,UoG,FigG Z  ,,H3,gr,Kr5c,,Gestirn und allerlei Gestalten,iBdK,,,,4834
4835,a2003,zT B T   ,15x20,breit, ,U,   ,,H4,gr,Kr8,,crispation,iBdK,,,,4835
4836,a2004,B     ,15x21,breit, ,UnG,A   ,,H4,gr,Kr8,kre,ins Ungefähre,iBdK,,,,4836
4837,a2003,B     ,9x11,breit, ,UoG,A   ,,H3,gr,Kr9,,Sphinx,iBdK,,,,4837
4838,a2007,zT B Fs   ,15x21,breit, ,U,   ,,H1,gr,Kr2,,Insekt,iBdK,,,,4838
4839,a2001,zT Fa B   ,9x11,breit, ,Gs,mF P Ca ,,H5,gr,Kr11,,nach Callot: Balli di Sfessania,iBdK,,,,4839
4840,a2004,zT B T   ,15x21,breit,Lwi ,UnG,Ca   ,,H3,gr,Kr11,waa,Capriccio,iBdK,,,,4840
4841,a2008,zT B T   ,15x21,breit, ,UnG,bb   ,EMPIRE BURLESQUE,H4,gr,,,black box,iBdK,,,,4841
4842,a2012,zT Ko T   ,15x21,breit, ,U ,   ,EMPIRE BURLESQUE,H2,gr,,,,iBdK,,,,4842
4843,a2002,zT Dd B   ,15x21,breit, ,UnG,O   ,EMPIRE BURLESQUE,H3,b,,,,iBdK,,,,4843
4844,a2010,zT B T   ,15x21,breit, ,U,   ,EMPIRE BURLESQUE,H1,gr,,,,iBdK,,,,4844
4845,a2001,Mt B Fs G  ,15x21,breit, ,UoG,A P  ,EMPIRE BURLESQUE,H3,gr,,waa,,iBdK,,,,4845
4846,a2001,zT Dd T   ,15x21,breit, ,UnG,Ri Sb  ,EMPIRE BURLESQUE,H2,gr,,,,iBdK,,,,4846
4847,a2002,Mt Dd B Opl  ,15x21,breit, ,U,BiB Sch  ,EMPIRE BURLESQUE,H3,cf,ParEK,,Nixe,iBdK,,,,4847
4848,a2001,zT B T   ,15x21,breit, ,U,Sch   ,EMPIRE BURLESQUE,H2,gr,,,EMPIRE BURLESQUE,iBdK,,,,4848
4849,a2002,zT Dd B   ,15x21,breit, ,UnG,Pf   ,EMPIRE BURLESQUE,H3,y,,,,iBdK,,,,4849
4850,a2004,zT B T   ,15x21,breit, ,UoG,   ,EMPIRE BURLESQUE,H3,gr,,,,iBdK,,,,4850
4851,a2001,zT Dd Lk   ,15x21,breit,Gi ,UnG,Ri   ,EMPIRE BURLESQUE,H2,gr,,zwi,frühes Dezimalsystem,iBdK,,,,4851
4852,a2002,Mt Dd T Opl  ,15x21,breit, ,UnG,Pf   ,EMPIRE BURLESQUE,H3,gr,,,Labyrinth,iBdK,,,,4852
4853,a2001,zT B T   ,15x21,breit, ,Gs,mF O  ,EMPIRE BURLESQUE,H4,gr,Par4,,nach Alessandro Magnasco «Polichinelle jouant de la guitare»,iBdK,,,,4853
4854,a2007,Mt B Fs G  ,15x21,breit, ,UnG,Z O  ,EMPIRE BURLESQUE,H2,gr,,,l'élan,iBdK,,,,4854
4855,a2008,Mt Dd B T G ,15x21,breit, ,U,   ,EMPIRE BURLESQUE,H2,gr,,,,iBdK,,,,4855
4856,a2002,Mt B Opl T  ,15x21,breit, ,UoG,   ,EMPIRE BURLESQUE,H3,b,,wid,,iBdK,,,,4856
4857,a2003,C B Le   ,15x21,breit,Lwi ,UoG,Tie   ,EMPIRE BURLESQUE,H3,gr,,,,iBdK,,,,4857
4858,a2004,zT B G   ,15x21,breit, ,UoG,mF   ,EMPIRE BURLESQUE,H2,gr,,,,iBdK,,,,4858
4859,a2005,Mt B T Dd  ,15x21,breit,Lwi ,UnG,Ri Sch  ,EMPIRE BURLESQUE,H3,gr,,,,iBdK,,,,4859
4860,a2003,zT B Dp   ,15x21,breit, ,Gs,A ZM  ,EMPIRE BURLESQUE,H2,gr,,,Cirene zeichnen,iBdK,,,,4860
4861,a2004,zT B Dp   ,15x16,breit, ,Gs,A ZM  ,,H2,gr,,,Cirene zeichnen,iBdK,,,,4861
4862,a1995,G      ,17x22,breit, ,Gs,O bb L ,,H3,cf,,,,iBdK,,,,4862
4863,a1996,zT G T   ,21x30,breit, ,UoG,L    ,,H3,gr,,,tristesse,iBdK,,,,4863
4864,a2002,Ac     ,15x30,breit, ,Gs,Z Sch Sb ,,H4,cf,,,,iBdK,,,,4864
4865,a2002,G     ,10x13,breit, ,U,   ,,H4,cf,,,,iBdK,,,,4865
4866,a2003,G     ,10x12,breit, ,U,   ,,H4,b,,,,iBdK,,,,4866
4867,a2003,G     ,17x21,breit, ,U,   ,,H3,cf,,,,iBdK,,,,4867
4868,a2002,G     ,17x21,breit, ,U,   ,,H2,g,,waa,,iBdK,,,,4868
4869,a2004,G     ,14x21,breit, ,U,   ,,H2,b,,,,iBdK,,,,4869
4870,a2004,G     ,17x21,breit, ,UoG,Ri   ,,H4,cf,,,Kopf,iBdK,,,,4870
4871,a2004,G     ,17x21,breit, ,UoG,Ri   ,,H2,cf,,,Kopf,iBdK,,,,4871
4872,a2004,G     ,15x21,breit, ,UnG,mF   ,,H3,cf,,waa,,iBdK,,,,4872
4873,a2003,G     ,14x19,breit,Lst ,UnG,O   ,,H4,b,,,,iBdK,,,,4873
4874,a2003,G     ,15x19,breit, ,Gs,A O P ,,H4,b,,,Füllhorn,iBdK,,,,4874
4875,a2003,G     ,12x20,breit, ,UnG,A Mw Sch ,,H3,cf,,zwi,kleiner Freudenspender,iBdK,,,,4875
4876,a2003,G     ,18x24,breit, ,Gs,A Sch Mw ,,H3,cf,Par2,,der pompejanische tanzende Faun,iBdK,,,,4876
4877,a2003,G     ,18x24,breit, ,U,Sch   ,,H4,m,,,RECHT MUMP,iBdK,,,,4877
4878,a2002,Ac     ,21x30,breit, ,Gs,O Sch So ,,H4,cf,,,,iBdK,,,,4878
4879,a2004,G     ,11x15,breit, ,U,   ,,H3,cf,,,,iBdK,,,,4879
4880,a2005,G     ,11x15,breit, ,UoG,mF   ,,H2,y,,zwi,,iBdK,,,,4880
4881,a2004,G     ,11x15,breit, ,UoG,Sta   ,,H2,cf,,,souk,iBdK,,,,4881
4882,a2004,G     ,11x15,breit, ,Gs,O Sch  ,,H5,cf,,,le port,iBdK,,,,4882
4883,a2012,G     ,11x15,breit, ,UoG,Fk   ,,H4,c,,,,iBdK,,,,4883
4884,a2004,G     ,18x27,breit, ,Gs,A   ,,H3,gr,,fis,,iBdK,,,,4884
4885,a2004,G     ,17x20,breit, ,Gs,A P  ,,H3,cf,,,,iBdK,,,,4885
4886,a2004,G     ,16x21,breit, ,Gs,A P  ,,H2,g,,,,iBdK,,,,4886
4887,a2004,G     ,17x21,breit, ,Gs,A P  ,,H3,b,,,,iBdK,,,,4887
4888,a2004,G     ,18x27,breit, ,Gs,A P  ,,H2,b,,,,iBdK,,,,4888
4889,a2004,G     ,21x29,breit, ,Gs,A P  ,,H3,g,,,,iBdK,,,,4889
4890,a2004,G     ,21x28,breit, ,Gs,A P  ,,H3,cf,,,,iBdK,,,,4890
4891,a2004,G     ,21x28,breit, ,Gs,Tie   ,,H5,cf,,,malender Affe,iBdK,,,,4891
4892,a2003,G     ,14x16,breit, ,UnG,mF   ,,H4,cf,Par1,,Tänzerin,iBdK,,,,4892
4893,a2005,G     ,21x17,hoch, ,Gs,A Sta  ,,H3,cf,,,Kuros,iBdK,,,,4893
4894,a2006,G     ,11x16,breit, ,U,   ,,H3,v,,,Gefäss,iBdK,,,,4894
4895,a2006,G     ,11x16,breit, ,U,Sch   ,,H2,g,,,bodegón,iBdK,,,,4895
4896,a2006,G     ,21x28,breit, ,U,   ,,H4,cf,,fis,LA SOURCE,iBdK,,,,4896
4897,a2005,G     ,21x28,breit, ,U,   ,,H3,m,,,,iBdK,,,,4897
4898,a2016,G     ,16x17,breit, ,UnG,mF Sb  ,,H4,cf,,,,iBdK,,,,4898
4899,a1979,OP     ,41x46,breit, ,Gs,A FigR  ,,H3,b,,,,iBdK,,,,4899
4900,a1982,OP     ,55x58,breit, ,Gs,A bb  ,,H4,gr,,,,iBdK,,,,4900
4901,a1982,OP     ,57x62,breit, ,Gs,A O Pf FigR,,H4,cf,,,,iBdK,,,,4901
4902,a1981,OL     ,63x70,breit, ,Gs,mF O Pf FigR,,H4,cf,,,,iBdK,,,,4902
4903,a1981,OP     ,58x65,breit, ,Gs,Ri O Sch FigR,,H3,cf,,,"Selbst, Objekt, Raum",iBdK,,,,4903
4904,a1981,OP     ,60x71,breit, ,Gs,mF O Pf FigR,,H3,cf,,,,iBdK,,,,4904
4905,a1981,OP     ,60x71,breit, ,Gs,mF O Pf FigR,,H3,cf,,,,iBdK,,,,4905
4906,a1981,OP     ,60x71,breit, ,Gs,mF O Pf FigR,,H3,cf,,,,iBdK,,,,4906
4907,a1981,OP     ,55x71,breit, ,Gs,mF O Pf FigR,,H4,cf,,,,iBdK,,,,4907
4908,a1981,OP     ,61x70,breit, ,Gs,mF O Pf FigR,,H3,v,,,,iBdK,,,,4908
4909,a1979,OP     ,65x55,hoch, ,Gs,AP P O FigR,,H3,cf,Par4,,Das Atelier (nach Vermeer),iBdK,,,,4909
4910,a1984,OP     ,58x65,breit, ,Gs,O Pf St ,,H3,gr,,,,iBdK,,,,4910
4911,a1983,G     ,49x57,breit, ,Gs,O Sch Vo ,,H3,cf,,,La SHELL – Mera,iBdK,,,,4911
4912,a1975,OP     ,73x46,hoch, ,U,   ,,H3,cf,,,Die Frage stellt sich,iBdK,,,,4912
4913,a1976,OPa     ,71x58,hoch, ,UoG,   ,,H3,cf,,,Er kann!,iBdK,,,,4913
4914,a2003,OP     ,67x89,breit, ,Gs,A FigG  ,,H5,cf,,,Duo-Malerei mit Stéphanie Pichonnat,iBdK,Stéphanie Pichonnat,,Kat.OP.291,4914
4915,a2003,OP     ,67x89,breit, ,Gs,A FigG  ,,H4,v,,,Duo-Malerei mit Stéphanie Pichonnat,iBdK,Stéphanie Pichonnat,,Kat.OP.292,4915
4916,a2000,OP     ,67x89,breit, ,U,   ,,H5,c,,kre,Notturno,iBdK,,,Kat.OP.76,4916
4917,a2003,OP     ,67x89,breit, ,U,Gä   ,,H3,cf,,,magische Gärten,iBdK,,,Kat.OP.279,4917
4918,a2015,G     ,30x39,breit, ,Gs,Z Sb FigG A,,H2,y,,sch,,iBdK,,,,4918
4919,a2018,zT Ko B   ,20x28,breit, ,UoG,ZM   ,,H3,gr,,,"Zeichner, Modell",iBdK,,,,4919
4920,a2004,OP     ,67x89,breit, ,U,   ,,H4,cf,ParME,,der Bock als Gärtner,iBdK,,,Kat.OP.273,4920
4921,a2005,OP     ,67x89,breit, ,U,   ,,H3,cf,,,Arnulfs Kreuz,iBdK,,,Kat.OP.275,4921
4922,a2005,OP     ,67x89,breit, ,U,   ,,H1,y,ParPK,,ad marginem,iBdK,,,Kat.OP.396,4922
4923,a2005,OP     ,67x89,breit, ,U,Gä   ,,H1,g,Par7a,fis,"o.T. (aus der Reihe der ""Gärten"")",iBdK,,,Kat.OP.420,4923
4924,a2006,OP     ,67x89,breit,Lst ,U,   ,,H4,g,,sko,Gartenhäuschen,iBdK,,,Kat.OP.504,4924
4925,a2006,OP     ,67x89,breit, ,U,   ,,H3,cf,,,Cocktail,iBdK,,,Kat.OP.533,4925
4926,a2004,OP     ,67x89,breit, ,U,   ,,H3,cf,,zwi,eine kleine Farbenlehre,iBdK,,,Kat.OP.323,4926
4927,a2005,OP     ,67x89,breit, ,U,   ,,H4,cf,,,mit rotem Kopf,iBdK,,,Kat.OP.221,4927
4928,a2003,OP     ,67x89,breit, ,U,   ,,H2,cf,,waa,,iBdK,,,Kat.OP.271,4928
4929,a2004,OP     ,67x89,breit, ,U,   ,,H2,y,,,fast track,iBdK,,,Kat.OP.325,4929
4930,a2006,OP     ,67x89,breit, ,UnG,Ar Gä  ,,H2,g,,was,das Gartenzimmer,iBdK,,,Kat.OP.84,4930
4931,a2005,OP     ,67x89,breit, ,UnG,Pf BiB Gä ,,H3,g,,waa,"o.T. (aus der Serie der ""Gärten"")",iBdK,,,Kat.OP.272,4931
4932,a2013,OP     ,67x89,breit, ,UnG,mF Ar  ,WG 22,H4,c,ParFV,,Une Rue à Cagnes (d‘après Félix Vallotton),iBdK,,,Kat.OP.83,4932
4933,a2006,OP     ,67x89,breit, ,U,Sch Gä  ,,H3,cf,,,Gartenbaustelle II,iBdK,,,Kat.OP.555,4933
4934,a2005,OP     ,67x89,breit, ,UoG,Pf Gä  ,,H3,g,,zwi,Sucher,iBdK,,,Kat.OP.351,4934
4935,a2006,OP     ,67x89,breit, ,U,Gä   ,,H3,g,,,hortus conclusus,iBdK,,,Kat.OP.505,4935
4936,a2005,OP     ,67x89,breit,Lst ,U,Gä Sch  ,,H3,g,,,Gartenbaustelle I,iBdK,,,Kat.OP.222,4936
4937,a2006,OP     ,67x89,breit,Mo ,U,Gä   ,,H3,g,,,"o.T. (aus der Serie der ""Gärten"")",iBdK,,,Kat.OP.541,4937
4938,a2005,OP     ,67x89,breit, ,U,Gä   ,,H2,g,,,Gartenmauer,iBdK,,,Kat.OP.417,4938
4939,a2004,OP     ,67x89,breit, ,Gs,A FigG  ,,H4,cf,,sko,Wald,iBdK,,,Kat.OP.36,4939
4940,a2017,OP     ,67x89,breit,Ul ,UnG,mF Pf O ,,H5,cf,,was,"Raum, Objekte, Figur",iBdK,,,Kat.OP.18,4940
4941,a2010,OP     ,67x89,breit,Mo ,UnG,mF Ar L ,,H4,cf,,,"""Femme sur la digue"" (d'après Léon Spilliaert)",iBdK,,,Kat.OP.606,4941
4942,a1991,B     ,60x78?,breit,Lwi ,UoG,   ,,H3,gr,,kre,,iBdK,,,,4942
4943,a1983,G     ,29x25,hoch, ,Gs,Vo   ,,H4,cf,,,,iBdK,,,,4943
4944,a1985,zT T Ecl   ,24x31,breit, ,U,   ,,H3,gr,,,,iBdK,,,,4944
4945,a1986,T     ,28x38,breit, ,U,   ,,H3,gr,,,,iBdK,,,,4945
4946,a1986,T     ,28x38,breit, ,U,   ,,H3,gr,,,,iBdK,,,,4946
4947,a1985,Mt B Dp R  ,26x35,breit, ,UoG,Ri O Sb St,,H3,gr,,,,iBdK,,,,4947
4948,a1985,Mt B Dp R  ,26x36,breit, ,Gs,Ti O St ,,H3,gr,,,,iBdK,,,,4948
4949,a1984,Mt B Dp R  ,28x34,breit, ,Gs,Ti bb St ,,H4,gr,,,,iBdK,,,,4949
4950,a1984,Mt B Dp R  ,24x29,breit, ,Gs,Ti O St ,,H4,gr,,,,iBdK,,,,4950
4951,a1984,Mt B Dp R  ,27x34,breit, ,Gs,Ti O Sch St,,H2,gr,,,,iBdK,,,,4951
4952,a1985,Mt B Dp R  ,22x28,breit, ,Gs,bb L St ,,H3,gr,,,,iBdK,,,,4952
4953,a1983,G     ,36x44,breit, ,UoG,bb Pf Ec ,,H2,cf,,,,iBdK,,,,4953
4954,a1984,G     ,28x28,breit, ,UoG,Ti St  ,,H3,c,,,,iBdK,,,,4954
4955,a1984,G     ,33x39,breit, ,UoG,So   ,,H4,cf,,,,iBdK,,,,4955
4956,a1984,G     ,33x38,breit, ,Gs,O Sch St ,,H3,cf,,,MALEREI,iBdK,,,,4956
4957,a1985,G     ,28x34,breit, ,UoG,Ti St  ,,H3,c,,,,iBdK,,,,4957
4958,a1984,G     ,34x41,breit, ,UoG,L lL O ,,H3,cf,,,,iBdK,,,,4958
4959,a1988,G     ,26x33,breit,RiK ,UoG,L Pf  ,,H3,c,,,,iBdK,,,,4959
4960,a1988,G     ,27x33,breit,RiK ,UoG,Pf L  ,,H4,g,,,,iBdK,,,,4960
4961,a1988,G     ,25x32,breit,RiK ,UoG,Pf   ,,H4,c,,,,iBdK,,,,4961
4962,a1990,G     ,32x41,breit, ,U,   ,,H4,b,,,,iBdK,,,,4962
4963,a1988,G     ,38x45,breit, ,U,   ,,H4,cf,,,,iBdK,,,,4963
4964,a1991,G     ,31x38,breit,RiK ,U,   ,,H4,cf,,,,iBdK,,,,4964
4965,a1991,G     ,30x34,breit,RiK ,UoG,   ,,H4,c,,,,iBdK,,,,4965
4966,a1991,G     ,26x31,breit,RiK ,U,   ,,H4,b,,,,iBdK,,,,4966
4967,a1991,G     ,26x31,breit,RiK ,U,   ,,H4,c,,,,iBdK,,,,4967
4968,a1988,zT G Pm   ,28x36,breit,RiK ,U,   ,,H4,b,,,,iBdK,,,,4968
4969,a1988,G     ,28x36,breit,RiK ,UoG,L   ,,H4,c,,,,iBdK,,,,4969
4970,a1983,G     ,33x39,breit, ,UoG,bb St Ec ,,H2,cf,,,,iBdK,,,,4970
4971,a2003,G     ,27x38,breit, ,UoG,A Tie Ca ,,H4,v,,,,iBdK,,,,4971
4972,a2006,G     ,26x31,breit, ,Gs,AP Sch  ,,H4,v,Par7a,,"MALER (nach Marlene Dumas ""Adult Entertainment"")",iBdK,,,,4972
4973,a2005,G     ,28x39,breit, ,UoG,mF   ,,H3,g,,,monk,iBdK,,,,4973
4974,a2005,G     ,28x34,breit, ,U,Sch   ,,H2,v,,,capriccio,iBdK,,,,4974
4975,a2004,G     ,27x37,breit, ,UnG,Ri   ,,H3,cf,,,,iBdK,,,,4975
4976,a1996,G     ,37x44,breit,Schü ,U,   ,,H3,c,,,,iBdK,,,,4976
4977,a2017,OP     ,41x55,breit,Ul ,UnG,O mF FigR ,,H4,cf,,,"Raum, Objekte, Figur",iBdK,,,Kat.OP.660,4977
4978,a2017,OP     ,41x55,breit,Ul ,UnG,O mF FigR ,,H4,cf,ParFH,was,Nacht (nach Ferdinand Hodler),iBdK,,,Kat.OP.252,4978
4979,a2017,OP     ,32x40,breit,Ul ,UnG,O mF FigR bb,,H4,cf,,,Insomnia,iBdK,,,Kat.OP.74,4979
4980,a2017,OP     ,32x40,breit,Ul ,UnG,O mF FigR ,,H4,cf,,,"Raum, Objekte, Figur",iBdK,,,Kat.OP.628,4980
4981,a2017,OP     ,32x40,breit,Ul ,UnG,O mF FigR Pf,,H4,cf,,,"Raum, Objekte, Figur",iBdK,,,Kat.OP.367,4981
4982,a2017,OP     ,25x40,breit,Ul ,UnG,O mF FigR ,,H4,cf,,,"Raum, Objekte, Figuren",iBdK,,,Kat.OP.659,4982
4983,a2010,Mt Dd B G  ,18x22,breit, ,Gs,AP FigG Ba ,,H2,gr,ParPC,waa,"nach ""Sept Baigneurs"" von Cézanne",iBdK,,,,4983
4984,a2016,zT B Fa   ,11x15,breit, ,UoG,AP FigG Ba ,,H2,gr,ParPC,,Les cinq baigneurs (d'après Cézanne),iBdK,,,,4984
4985,a2016,zT Dd B   ,20x25,breit, ,Gs,AP FigG Ba Pf,,H2,gr,ParPC,kre,"d'après ""Sept Baigneurs"" de Paul Cézanne",iBdK,,,,4985
4986,a2016,Mt B Fa G  ,11x15,breit, ,UoG,AP FigG Ba ,,H3,gr,ParPC,,Cinq baigneuses (d'après Cézanne),iBdK,,,,4986
4987,a2016,zT B G   ,21x24,breit, ,Gs,AP FigG Ba ,,H3,gr,ParPC,jun,Cinq baigneuses (d'après Cézanne),iBdK,,,,4987
4988,a2010,zT Dd T   ,20x24,breit, ,Gs,AP FigG Ba ,,H3,gr,ParPC,waa,"""Cinq baigneuses"" (d'après Paul Cézanne)",iBdK,,,,4988
4989,a2010,zT Dd G   ,20x20,quadratisch, ,UoG,AP FigG Ba ,,H4,cf,ParPC,,"d'après ""Cinq baigneuses"" de Paul Cézanne",iBdK,,,,4989
4990,a2010,zT T G   ,21x21,quadratisch,Ul ,UnG,AP FigG Ba ,,H4,c,ParPC,,"nach den ""Cinq baigneuses"" von Paul Cézanne",iBdK,,,,4990
4991,a2017,G      ,21x24,breit, ,U,AP FigG Ba ,,H3,cf,ParPC,,"nach den ""Cinq baigneuses"" von Paul Cézanne",iBdK,,,,4991
4992,a2016,Mt T G B  ,21x30,breit, ,UoG,AP FigG Ba ,,H2,gr,ParPC,waa,Badende (nach Cézanne),iBdK,,,,4992
4993,a2016,Mt Dd B Opl  ,21x30,breit, ,Gs,AP FigG Ba ,,H1,gr,ParPC,,Baigneurs (d'après Cézanne),iBdK,,,,4993
4994,a2017,Mt Dd B G  ,16x22,breit, ,Gs,AP FigG Ba ,,H2,gr,ParPC,,"nach ""Sept Baigneurs"" von Cézanne",iBdK,,,,4994
4995,a2017,Mt Dd B   ,21x28,breit, ,UnG,AP FigG Ba mF,,H2,gr,ParPC,,Du côté de chez Paul,iBdK,,,,4995
4996,a2010,Aq     ,17x24,breit, ,U,Ba   ,,H3,cf,ParPC,,"nach Cézannes ""Grandes Baigneuses""",iBdK,,,,4996
4997,a2010,Aq     ,17x24,breit, ,U,Ba   ,,H3,cf,ParPC,,"nach Cézannes ""Grandes Baigneuses""",iBdK,,,,4997
4998,a2010,Mt G B Fa  ,11x16,breit, ,UoG,AP FigG Ba ,,H5,gr,ParPC,,"""Les Grandes Baigneuses"" (d'après Paul Cézanne)",iBdK,,,,4998
4999,a2010,zT T B   ,14x20,breit, ,U,Ba   ,,H3,gr,ParPC,,"nach den ""Grossen Badenden"" von Cézanne",iBdK,,,,4999
5000,a2016,zT B G   ,17x22,breit, ,UnG,AP FigG Ba ,,H2,gr,ParPC,kre,Badende (nach Paul Cézanne),iBdK,,,,5000
5001,a2017,zT B T   ,17x25,breit, ,UnG,AP FigG Ba ,,H3,gr,ParPC,,Les Grandes Baigneuses (d'après Paul Cézanne),iBdK,,,,5001
5002,a2012,zT B T   ,18x25,breit, ,U,Ba   ,,H2,gr,ParPC,,Les Grandes Baigneuses (d'après Paul Cézanne),iBdK,,,,5002
5003,a2016,Mt T G B Fa ,19x28,breit, ,,   ,,H3,gr,ParPC,,"""Les Grandes Baigneuses"" (d'après Paul Cézanne)",iBdK,,,,5003
5004,a2015,G      ,21x30,breit, ,U,Ba   ,,H3,gr,ParPC,,Badende (nach Cézanne),iBdK,,,,5004
5005,a2010,zT T G   ,21x30,breit, ,U,Ba   ,,H4,gr,ParPC,fis,"""Les Grandes Baigneuses"" (d'après Paul Cézanne)",iBdK,,,,5005
5006,a2010,B     ,21x30,breit, ,U,Ba   ,,H1,gr,ParPC,,Les Grandes Baigneuses (d'après Cézanne),iBdK,,,,5006
5007,a2010,B     ,21x30,breit, ,UnG,AP FigG Ba ,,H2,gr,ParPC,waa,"""The Large Bathers (d'après Cézanne)",iBdK,,,,5007
5008,a2010,zT Dd B   ,21x30,breit, ,Gs,AP FigG Ba Sch,,H2,gr,ParPC,zwi,Badende (nach P.C.),iBdK,,,,5008
5009,a2010,zT Dd G   ,21x30,breit, ,Gs,AP FigG Ba ,,H3,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Paul Cézanne",iBdK,,,,5009
5010,a2010,zT Dd G   ,21x30,breit, ,Gs,AP FigG Ba ,,H2,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Paul Cézanne",iBdK,,,,5010
5011,a2016,zT Dd B   ,21x30,breit, ,Gs,AP FigG Ba ,,H1,gr,ParPC,,Baigneuses,iBdK,,,,5011
5012,a2010,zT Dd G   ,21x30,breit, ,UnG,AP FigG Ba ,,H2,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Cézanne",iBdK,,,,5012
5013,a2010,zT Dd G   ,21x30,breit, ,U,Ba   ,,H4,gr,ParPC,ste,"nach den ""Grandes Baigneuses"" von Cézanne",iBdK,,,,5013
5014,a2010,Mt Dd G Fa  ,21x30,breit, ,U,Ba   ,,H2,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Cézanne",iBdK,,,,5014
5015,a2010,zT Dd Fa   ,21x30,breit, ,UoG,AP FigG Ba ,,H2,gr,ParPC,waa,"nach den ""Grandes Baigneuses"" von Paul Cézanne",iBdK,,,,5015
5016,a2010,zT Od Dd   ,21x30,breit,Gi ,Gs,AP FigG Ba ,,H2,gr,ParPC,jun,"nach den ""Grandes Baigneuses"" von Paul Cézanne",iBdK,,,,5016
5017,a2010,zT Dd G   ,21x30,breit, ,Gs,AP FigG Ba ,,H2,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Cézanne",iBdK,,,,5017
5018,a2010,Mt Dd G B  ,21x30,breit, ,UnG,AP FigG Ba Sch,,H2,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Cézanne",iBdK,,,,5018
5019,a2010,zT Dd G   ,21x30,breit, ,Gs,AP FigG Ba ,,H1,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Paul Cézanne",iBdK,,,,5019
5020,a2010,zT Dd G   ,21x30,breit, ,UnG,AP FigG Ba ,,H2,gr,ParPC,,"nach Cézannes ""Stillleben mit Früchten""",iBdK,,,,5020
5021,a2010,zT Dd G   ,21x30,breit, ,UoG,AP FigG Ba ,,H1,gr,ParPC,,"nach den ""Grossen Badenden"" von Cézanne",iBdK,,,,5021
5022,a2016,Mt Dd T G  ,21x30,breit, ,UnG,AP FigG Ba ,,H2,gr,ParPC,was,"d'après les ""Grandes Baigneuses"" de Paul Cézanne",iBdK,,,,5022
5023,a2010,Mt Dd B Fs  ,21x30,breit, ,U,Ba   ,,H2,gr,ParPC,jun,"nach Cézannes ""Bathers""",iBdK,,,,5023
5024,a2010,zT Dd B   ,21x30,breit, ,UnG,AP FigG Ba Sch,,H3,gr,ParPC,,"nach den ""Grandes Baigneuses"" von Cézanne",iBdK,,,,5024
5025,a2016,zT Dd Fa   ,21x30,breit, ,UnG,AP FigG Ba Sch,,H3,gr,ParPC,,,iBdK,,,,5025
5026,a2010,zT Dd G   ,21x30,breit, ,UnG,AP FigG Ba Sch,,H3,gr,ParPC,,,iBdK,,,,5026
5027,a2010,zT B T   ,21x30,breit,Lwi ,U,Ba   ,,H2,gr,ParPC,,"nach den ""Grossen Badenden"" von Cézanne",iBdK,,,,5027
5028,a2010,T     ,21x30,breit, ,U,Ba   ,,H4,gr,ParPC,,"nach Cézannes ""Grandes Baigneuses""",iBdK,,,,5028
