Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Nummer,path,thumb,Techniken,Motiven,Darstellungsformen
5977,1978,OPa,,,,,36x42,mittel,breit,,,Gs,A,FigR,lL,O,,H3,v,,,,verschollen,vers,,,,5977,images/WV_ab 5897/5977_bearbeitet-1.jpg,images/WV_ab 5897/thumb/5977_bearbeitet-1.jpg,OPa    ,A FigR lL O, 
5978,1977,OP,,,,,44x55,mittel,breit,,,Gs,A,FigR,lL,O,,H3,cf,,,,?,,,,,5978,images/WV_ab 5897/5978.jpg,images/WV_ab 5897/thumb/5978.jpg,OP    ,A FigR lL O, 
5979,1978,OPa,,,,,28x32,mittel,breit,,,Gs,A,,,,,H3,v,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,5979,images/WV_ab 5897/5979_bearbeitet-1.jpg,images/WV_ab 5897/thumb/5979_bearbeitet-1.jpg,OPa    ,A   , 
5980,1978,OPa,,,,,32x24,mittel,hoch,,,Gs,A,,,,,H4,b,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,5980,images/WV_ab 5897/5980.jpg,images/WV_ab 5897/thumb/5980.jpg,OPa    ,A   , 
5981,1976,Mt,C,OH,B,,48x44?,mittel,hoch,,,UoG,FigG,,,,,H3,,,,,vernichtet,vers,,x,nur Schwarzweissfotografie vorhanden,5981,images/WV_ab 5897/5981.jpg,images/WV_ab 5897/thumb/5981.jpg,Mt C OH B ,FigG   , 
5982,1977,zT,OPa,Bl,,,64x47,mittel,hoch,,,U,,,,,,H3,,,,,verschollen,vers,,x,nur Schwarzweissfotografie vorhanden,5982,images/WV_ab 5897/5982.jpg,images/WV_ab 5897/thumb/5982.jpg,zT OPa Bl  ,   , 
5983,1977,zT,OPa,Bl,,,59x46,mittel,hoch,,,U,,,,,,H3,,,,,verschollen,vers,,x,nur Schwarzweissfotografie vorhanden,5983,images/WV_ab 5897/5983.jpg,images/WV_ab 5897/thumb/5983.jpg,zT OPa Bl  ,   , 
5984,1975,G,,,,,61x42,mittel,hoch,,,UoG,Ar,Pf,,,,H3,,,,,verschollen,vers,,x,nur Schwarzweissfotografie vorhanden,5984,images/WV_ab 5897/5984.jpg,images/WV_ab 5897/thumb/5984.jpg,G    ,Ar Pf  , 
5985,2004?,zT,G,Opl,,,20x36,mittel,breit,,,UnG,A,P,Sch,,,H4,v,Kr5b,,"dekoratives Paar, verdüstert",,res,,,,5985,images/WV_ab 5897/5985.jpg,images/WV_ab 5897/thumb/5985.jpg,zT G Opl  ,A P Sch , 
5986,1976?,zT,G,B,,,100x70?,gross,hoch,,,UoG,P,P,,,,H2,,,,der verlorene Sohn,vernichtet,vers,,x,nur Schwarzweissfotografie vorhanden,5986,images/WV_ab 5897/5986.jpg,images/WV_ab 5897/thumb/5986.jpg,zT G B  ,P P  , 
5987,1977,OP?,,,,,50x50?,mittel,quadratisch,,,U,,,,,,H4,,,,,verschollen,vers,,x,nur Schwarzweissfotografie vorhanden,5987,images/WV_ab 5897/5987.jpg,images/WV_ab 5897/thumb/5987.jpg,OP?    ,   , 
5988,1974?,zT,Opl,T,,,11x18?,klein,breit,,,U,,,,,,H3,,,,,verschollen,vers,,x,nur Schwarzweissfotografie vorhanden,5988,images/WV_ab 5897/5988.jpg,images/WV_ab 5897/thumb/5988.jpg,zT Opl T  ,   , 
5989,1974?,T,,,,,18x11?,klein,hoch,,,UoG,FigG,,,,,H2,bw,,,,verschollen,vers,,x,nur Schwarzweissfotografie vorhanden,5989,images/WV_ab 5897/5989.jpg,images/WV_ab 5897/thumb/5989.jpg,T    ,FigG   , 
5990,1976,zT,G,T,,,38x55?,mittel,breit,,,U,,,,,,H3,,,,Arrangement,verschollen,vers,,x,nur Schwarzweissfotografie vorhanden,5990,images/WV_ab 5897/5990.jpg,images/WV_ab 5897/thumb/5990.jpg,zT G T  ,   , 
5991,1974?,OPa,,,,,40x 57?,mittel,breit,,,Gs,A,Pf,O,,,H3,,,,,verschollen,vers,,x,nur Schwarzweissfotografie vorhanden,5991,images/WV_ab 5897/5991.jpg,images/WV_ab 5897/thumb/5991.jpg,OPa    ,A Pf O , 
5992,1980,OP,,,,,70x80?,mittel,breit,,,Gs,FigR,O,lL,Pf,,H3,,,,,verschollen,vers,,x,nur Schwarzweissfotografie vorhanden,5992,images/WV_ab 5897/5992.jpg,images/WV_ab 5897/thumb/5992.jpg,OP    ,FigR O lL Pf, 
5993,1978?,zT,T,OPa,,,24x30?,mittel,breit,,,Gs,A,,,,,H3,cf,,ste,,verschollen,vers,,,nur Fotografie vorhanden,5993,images/WV_ab 5897/5993.jpg,images/WV_ab 5897/thumb/5993.jpg,zT T OPa  ,A   , 
5994,1992,Ls,,C,,,57x76,mittel,breit,,,U,,,,,,H3,c,,was,,"Hanspeter und Hilda Muster, Bern",PB,,,,5994,images/WV_ab 5897/5994.jpg,images/WV_ab 5897/thumb/5994.jpg,Ls  C  ,   , 
5995,1983,zT,B,Dp,,,24x28,mittel,breit,,,Gs,A,,,,,H3,gr,,,,"Hanspeter und Hilda Muster, Bern",PB,,,,5995,images/WV_ab 5897/5995.jpg,images/WV_ab 5897/thumb/5995.jpg,zT B Dp  ,A   , 
5996,1983,G,,,,,27x32,mittel,breit,,,Gs,O,Sch,Ec,,,H4,cf,,,almohada,"Hanspeter und Hilda Muster, Bern",PB,,,,5996,images/WV_ab 5897/5996.jpg,images/WV_ab 5897/thumb/5996.jpg,G    ,O Sch Ec , 
5997,1981,OL,,,,,66x71,mittel,breit,,,Gs,A,FigR,,,,H4,cf,,,threat,"Hanspeter und Hilda Muster, Bern",PB,,,,5997,images/WV_ab 5897/5997.jpg,images/WV_ab 5897/thumb/5997.jpg,OL    ,A FigR  , 
5998,1984,OP,,,,,99x139,gross,breit,,,Gs,St,bb,O,,,H3,cf,,,,"Hanspeter und Hilda Muster, Bern",PB,,,,5998,images/WV_ab 5897/5998.jpg,images/WV_ab 5897/thumb/5998.jpg,OP    ,St bb O , 
5999,2007,OP,,,,,67x89,mittel,breit,,,U,Gä,,,,,H3,g,,,,"Hanspeter und Hilda Muster, Bern",PB,,,,5999,images/WV_ab 5897/5999.jpg,images/WV_ab 5897/thumb/5999.jpg,OP    ,Gä   , 
6000,2018,B,,,,,21x30,klein,breit,Lwi,,U,Ca,,,,,H2,gr,Kr11,,kleines Tohuwabohu,iBdK,res,,,,6000,images/WV_ab 5897/6000.jpg,images/WV_ab 5897/thumb/6000.jpg,B    ,Ca   ,Lwi 
6001,1994,Ls,,,,,59x79?,mittel,breit,ovÖ,,U,,,,,,H2,y,,,,iBdK,,,,Kat.DG.24.1.26 II,6001,images/WV_ab 6001 DG/6001_bearbeitet-1.jpg,images/WV_ab 6001 DG/thumb/6001_bearbeitet-1.jpg,Ls    ,   ,ovÖ 
6002,1994,Ls,,,,,59x79?,mittel,breit,,,U,,,,,,H2,cf,,,,iBdK,,,,Kat.DG.24.1.25 XXI,6002,images/WV_ab 6001 DG/6002 Kopie.jpg,images/WV_ab 6001 DG/thumb/6002 Kopie.jpg,Ls    ,   , 
6003,2006,OP,,,,,67x89,mittel,breit,,,UoG,L,Pf,,,,H3,cf,,,Greece,iBdK,,,,Kat.OP.535,6003,images/WV_ab 6001 DG/6003.jpg,images/WV_ab 6001 DG/thumb/6003.jpg,OP    ,L Pf  , 
6004,2018,OP,,,,,32x41,mittel,breit,,,UnG,O,Pf,,,,H5,cf,ParME,,Moonmad (nach Max Ernst),iBdK,,,,Kat.OP.482,6004,images/WV_ab 6001 DG/6004.jpg,images/WV_ab 6001 DG/thumb/6004.jpg,OP    ,O Pf  , 
6005,1997,R,,Od,,,45x63,mittel,breit,,,U,,,,,,H4,c,,,,iBdK,,,,Kat.DG.24.4.245 II,6005,images/WV_ab 6001 DG/6005.jpg,images/WV_ab 6001 DG/thumb/6005.jpg,R  Od  ,   , 
6006,1996,R,,,,,26x39,mittel,breit,,,U,,,,,,H2,bw,,fis,,iBdK,,,,Kat.DG.24.4.360,6006,images/WV_ab 6001 DG/6006.jpg,images/WV_ab 6001 DG/thumb/6006.jpg,R    ,   , 
6007,1990,Lg,,,,,50x66,mittel,breit,,,U,,,,,,H4,cf,,,,,,,,Kat.DG.24.3.10 II,6007,images/WV_ab 6001 DG/6007.jpg,images/WV_ab 6001 DG/thumb/6007.jpg,Lg    ,   , 
6008,1993,zT,OPa,Opl,,,43x70,mittel,breit,,,Gs,A,,,,,H2,cf,,,,iBdK,,,,,6008,images/WV_ab 6001 DG/6008.jpg,images/WV_ab 6001 DG/thumb/6008.jpg,zT OPa Opl  ,A   , 
6009,1993,zT,Opl,Opl,,,43x70,mittel,breit,,,Gs,A,,,,,H2,cf,,,,iBdK,,,,,6009,images/WV_ab 6001 DG/6009.jpg,images/WV_ab 6001 DG/thumb/6009.jpg,zT Opl Opl  ,A   , 
6010,1997,G,,,,,46x62,mittel,breit,,,Gs,A,P,,,,H4,cf,,kre,,iBdK,,,,,6010,images/WV_ab 6001 DG/6010.jpg,images/WV_ab 6001 DG/thumb/6010.jpg,G    ,A P  , 
6011,1992,Ls,,C,,,45x62,mittel,breit,,,U,BiB,,,,,H4,v,,was,,iBdK,,,,,6011,images/WV_ab 6001 DG/6011.jpg,images/WV_ab 6001 DG/thumb/6011.jpg,Ls  C  ,BiB   , 
6012,1992,Ls,,C,,,45x62,mittel,breit,,,U,BiB,,,,,H2,c,,,,iBdK,,,,,6012,images/WV_ab 6001 DG/6012.jpg,images/WV_ab 6001 DG/thumb/6012.jpg,Ls  C  ,BiB   , 
6013,1983,G,,,,,26x33,mittel,breit,,,UoG,Pf,F,St,Ec,,H3,cf,,,,iBdK,,,,,6013,images/WV_ab 6001 DG/6013.jpg,images/WV_ab 6001 DG/thumb/6013.jpg,G    ,Pf F St Ec, 
6014,1984,G,,,,,29x38,mittel,breit,,,U,Sch,Ec,,,,H3,cf,,,,iBdK,,,,,6014,images/WV_ab 6001 DG/6014.jpg,images/WV_ab 6001 DG/thumb/6014.jpg,G    ,Sch Ec  , 
6015,1983,G,,,,,27x33,mittel,breit,,,UoG,Kt,Ec,O,,,H3,cf,,,plaza Indoamericana,iBdK,,,,,6015,images/WV_ab 6001 DG/6015.jpg,images/WV_ab 6001 DG/thumb/6015.jpg,G    ,Kt Ec O , 
6016,1993,zT,B,T,,,30x50,mittel,breit,Lwi,,UoG,FigG,,,,,H3,gr,,,,iBdK,,,,,6016,images/WV_ab 6001 DG/6016.jpg,images/WV_ab 6001 DG/thumb/6016.jpg,zT B T  ,FigG   ,Lwi 
6017,1982,zT,B,G,,,37x36,mittel,hoch,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,6017,images/WV_ab 6001 DG/6017.jpg,images/WV_ab 6001 DG/thumb/6017.jpg,zT B G  ,A   , 
6018,1982,zT,G,B,,,39x59,mittel,breit,,,Gs,A,O,bb,So,,H2,gr,,,,iBdK,,,,,6018,images/WV_ab 6001 DG/6018.jpg,images/WV_ab 6001 DG/thumb/6018.jpg,zT G B  ,A O bb So, 
6019,1993,Mt,R,Dp,B,T,38x53,mittel,breit,,,UoG,A,,,,,H2,gr,,,,iBdK,,,,G,6019,images/WV_ab 6001 DG/6019.jpg,images/WV_ab 6001 DG/thumb/6019.jpg,Mt R Dp B T,A   , 
6020,2017,zT,B,Fs,,,30x30,mittel,quadratisch,Lwi,,UnG,A,Z,Sb,,,H3,gr,Kr5f,,es zeichnet,iBdK,res,,,,6020,images/WV_ab 6001 DG/6020.jpg,images/WV_ab 6001 DG/thumb/6020.jpg,zT B Fs  ,A Z Sb ,Lwi 
6021,2018,B,,,,,28x37,mittel,breit,Lwi,,UoG,BiB,mF,,,,H2,gr,Kr9,,die Werkstatt der Sylphen,iBdK,res,,,,6021,images/WV_ab 6001 DG/6021.jpg,images/WV_ab 6001 DG/thumb/6021.jpg,B    ,BiB mF  ,Lwi 
6022,2004,G,,,,,27x35,mittel,breit,,,Gs,A,,,,,H2,g,,,Ophelia,iBdK,,,,,6022,images/WV_ab 6001 DG/6022.jpg,images/WV_ab 6001 DG/thumb/6022.jpg,G    ,A   , 
6023,2017,zT,B,Fa,,,24x30,mittel,breit,Ul,,UoG,FigG,Z,,,,H2,gr,Kr5f,,diverse Zeichner,iBdK,res,,,,6023,images/WV_ab 6001 DG/6023.jpg,images/WV_ab 6001 DG/thumb/6023.jpg,zT B Fa  ,FigG Z  ,Ul 
6024,2018,Mt,B,Ks,Fs,,28x56,mittel,breit,,,UoG,Sch,O,,,,H2,gr,Par7b,,"""Museum for 1 Picabia"" (nach Not Vital)",iBdK,,,,,6024,images/WV_ab 6001 DG/6024.jpg,images/WV_ab 6001 DG/thumb/6024.jpg,Mt B Ks Fs ,Sch O  , 
6025,2018,G,,,,,21x30,klein,breit,,,UnG,Ri,,,,,H3,cf,Par3b,,Kruzifix,iBdK,,,,,6025,images/WV_ab 6001 DG/6025.jpg,images/WV_ab 6001 DG/thumb/6025.jpg,G    ,Ri   , 
6026,2016,G,,,,,21x31,klein,breit,bs,,UoG,L,,,,,H4,cf,,,,iBdK,,,,,6026,images/WV_ab 6001 DG/6026.jpg,images/WV_ab 6001 DG/thumb/6026.jpg,G    ,L   ,bs 
6027,2018,G,,,,,22x32,mittel,breit,Ul,,UnG,bb,At,,,,H4,b,,,Atelier,iBdK,,,,,6027,images/WV_ab 6001 DG/6027.jpg,images/WV_ab 6001 DG/thumb/6027.jpg,G    ,bb At  ,Ul 
6028,2018,G,,,,,24x30,mittel,breit,,,Gs,lL,Vo,Sch,At,,H4,cf,,,Atelier (geheimnistuerisch),iBdK,,,,Ar,6028,images/WV_ab 6001 DG/6028.jpg,images/WV_ab 6001 DG/thumb/6028.jpg,G    ,lL Vo Sch At, 
6029,2018,G,,,,,22x32,mittel,breit,,,UoG,Ar,lL,At,,,H3,cf,,,Atelier,iBdK,,,,,6029,images/WV_ab 6001 DG/6029.jpg,images/WV_ab 6001 DG/thumb/6029.jpg,G    ,Ar lL At , 
6030,2018,G,,,,,23x88,mittel,breit,Ul,,Gs,Ar,Vo,lL,bb,,H2,cf,,,Atelier,iBdK,,,,"dreiteilig, At",6030,images/WV_ab 6001 DG/6030.jpg,images/WV_ab 6001 DG/thumb/6030.jpg,G    ,Ar Vo lL bb,Ul 
6031,2018,G,,,,,20x30,klein,breit,Ul,,UnG,P,P,At,,,H2,b,,,,iBdK,,,,,6031,images/WV_ab 6001 DG/6031.jpg,images/WV_ab 6001 DG/thumb/6031.jpg,G    ,P P At ,Ul 
6032,1986,zT,T,Pm,,,38x28,mittel,hoch,,,Gs,A,O,,,,H2,gr,,,,iBdK,,,,,6032,images/WV_ab 6001 DG/6032.jpg,images/WV_ab 6001 DG/thumb/6032.jpg,zT T Pm  ,A O  , 
6033,1992,zT,T,G,,,35x29,mittel,hoch,,,Gs,A,,,,,H4,gr,,,,iBdK,,,,,6033,images/WV_ab 6001 DG/6033.jpg,images/WV_ab 6001 DG/thumb/6033.jpg,zT T G  ,A   , 
6034,2001,zT,B,Bst,,,11x17,klein,breit,Lst,,Gs,P,A,,,,H3,gr,Kr5b,,Paar,iBdK,res,,,,6034,images/WV_ab 6001 DG/6034.jpg,images/WV_ab 6001 DG/thumb/6034.jpg,zT B Bst  ,P A  ,Lst 
6035,1992,zT,T,G,,,29x35,mittel,breit,,,Gs,A,P,,,,H4,gr,,,,iBdK,,,,,6035,images/WV_ab 6001 DG/6035.jpg,images/WV_ab 6001 DG/thumb/6035.jpg,zT T G  ,A P  , 
6036,1993,Mt,B,T,G,,30x40,mittel,breit,,,UnG,A,,,,,H4,gr,,kre,,iBdK,,,,,6036,images/WV_ab 6001 DG/6036.jpg,images/WV_ab 6001 DG/thumb/6036.jpg,Mt B T G ,A   , 
6037,1991,B,,,,,29x38,mittel,breit,,,UnG,mF,,,,,H3,gr,,fis,,iBdK,,,,,6037,images/WV_ab 6001 DG/6037.jpg,images/WV_ab 6001 DG/thumb/6037.jpg,B    ,mF   , 
6038,1984?,zT,B,G,,,23x30,mittel,breit,,,Gs,A,O,,,,H5,gr,,,,iBdK,,,,,6038,images/WV_ab 6001 DG/6038_bearbeitet-1.jpg,images/WV_ab 6001 DG/thumb/6038_bearbeitet-1.jpg,zT B G  ,A O  , 
6039,1985,Mt,R,Dp,Con,,28x37,mittel,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,6039,images/WV_ab 6001 DG/6039.jpg,images/WV_ab 6001 DG/thumb/6039.jpg,Mt R Dp Con ,A   , 
6040,1985,Mt,R,Dp,B,,22x26,klein,breit,,,Gs,A,,,,,H3,gr,,,,iBdK,,,,,6040,images/WV_ab 6001 DG/6040.jpg,images/WV_ab 6001 DG/thumb/6040.jpg,Mt R Dp B ,A   , 
6041,1985,Mt,R,Dp,B,,27x35,mittel,breit,,,Gs,A,Sta,FigR,,,H2,gr,,,,iBdK,,,,,6041,images/WV_ab 6001 DG/6041.jpg,images/WV_ab 6001 DG/thumb/6041.jpg,Mt R Dp B ,A Sta FigR , 
6042,1983,Mt,R,Dp,B,,31x42,mittel,breit,,,Gs,A,,,,,H3,gr,,,,iBdK,,,,,6042,images/WV_ab 6001 DG/6042.jpg,images/WV_ab 6001 DG/thumb/6042.jpg,Mt R Dp B ,A   , 
6043,1983,Mt,R,Dp,B,,28x38,mittel,breit,,,Gs,A,bb,,,,H2,gr,,,,iBdK,,,,,6043,images/WV_ab 6001 DG/6043.jpg,images/WV_ab 6001 DG/thumb/6043.jpg,Mt R Dp B ,A bb  , 
6044,1985,Mt,R,Dp,B,,28x36,mittel,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,6044,images/WV_ab 6001 DG/6044.jpg,images/WV_ab 6001 DG/thumb/6044.jpg,Mt R Dp B ,A   , 
6045,1984,Mt,R,Dp,B,,28x36,mittel,breit,,,Gs,A,O,So,,,H3,gr,,,,iBdK,,,,,6045,images/WV_ab 6001 DG/6045.jpg,images/WV_ab 6001 DG/thumb/6045.jpg,Mt R Dp B ,A O So , 
6046,1984,Mt,R,Dp,B,,18x23,klein,breit,,,Gs,A,FigR,,,,H4,gr,,sko,,iBdK,,,,,6046,images/WV_ab 6001 DG/6046.jpg,images/WV_ab 6001 DG/thumb/6046.jpg,Mt R Dp B ,A FigR  , 
6047,1983,Mt,R,Dp,B,,26x36,mittel,breit,,,Gs,A,bb,,,,H2,gr,,kre,,iBdK,,,,,6047,images/WV_ab 6001 DG/6047.jpg,images/WV_ab 6001 DG/thumb/6047.jpg,Mt R Dp B ,A bb  , 
6048,1985,Mt,R,Dp,B,,30x36,mittel,breit,,,Gs,A,,,,,H2,gr,,wid,,iBdK,,,,,6048,images/WV_ab 6001 DG/6048.jpg,images/WV_ab 6001 DG/thumb/6048.jpg,Mt R Dp B ,A   , 
6049,1984,zT,Dp,B,,,30x34,mittel,breit,,,Gs,A,So,,,,H2,gr,,,,iBdK,,,,,6049,images/WV_ab 6001 DG/6049_bearbeitet-1.jpg,images/WV_ab 6001 DG/thumb/6049_bearbeitet-1.jpg,zT Dp B  ,A So  , 
6050,2017,OP,,,,,54x67,mittel,breit,Ul,,UnG,A,O,Pf,FigR,,H5,cf,,was,Insomnia,iBdK,,,,Kat.OP.566,6050,images/WV_ab 6001 DG/6050.jpg,images/WV_ab 6001 DG/thumb/6050.jpg,OP    ,A O Pf FigR,Ul 
6051,2017,OP,,,,,54x67,mittel,breit,Ul,,UnG,mF,O,Pf,FigR,,H5,cf,,was,"Raum, Objekte, Figur",iBdK,,,,Kat.OP.641,6051,images/WV_ab 6001 DG/6051.jpg,images/WV_ab 6001 DG/thumb/6051.jpg,OP    ,mF O Pf FigR,Ul 
6052,1993,Lg,,,,,8x15,klein,breit,,,UoG,Sch,,,,ks,H3,cf,,was,kanagawa series,iBdK,,,x,Kat.DG.24.3.11 I,6052,images/WV_ab 6001 DG/6052.jpg,images/WV_ab 6001 DG/thumb/6052.jpg,Lg    ,Sch   , 
6053,1993,Lg,,,,,8x15,klein,breit,,,UoG,Sch,,,,ks,H2,g,,waa,kanagawa series,iBdK,,,x,Kat.DG.24.3.11 IV,6053,images/WV_ab 6001 DG/6053.jpg,images/WV_ab 6001 DG/thumb/6053.jpg,Lg    ,Sch   , 
6054,1993,Lg,,,,,8x15,klein,breit,,,UoG,Sch,,,,ks,H4,cf,,was,kanagawa series,iBdK,,,x,Kat.DG.24.3.11 VI,6054,images/WV_ab 6001 DG/6054.jpg,images/WV_ab 6001 DG/thumb/6054.jpg,Lg    ,Sch   , 
6055,1975?,OPa,,,,,20x20?,klein,quadratisch,,,U,,,,,,H4,cf,,,,verschollen,vers,,,,6055,images/WV_ab 6001 DG/6055.jpg,images/WV_ab 6001 DG/thumb/6055.jpg,OPa    ,   , 
6056,1976,OPa,,,,,40x52?,mittel,breit,,,U,,,,,,H3,cf,,,Schattenspiel,vernichtet,vers,,,,6056,images/WV_ab 6001 DG/6056.jpg,images/WV_ab 6001 DG/thumb/6056.jpg,OPa    ,   , 
6057,1976,OPa,,,,,40x57?,mittel,breit,,,UoG,O,,,,,H2,b,,,,vernichtet,vers,,,,6057,images/WV_ab 6001 DG/6057.jpg,images/WV_ab 6001 DG/thumb/6057.jpg,OPa    ,O   , 
6058,1977,OPa,,,,,42x56?,mittel,breit,,,UoG,Ar,,,,,H3,b,,,,"Peter Marmet, Hindelbank?",PB,,,"Ausstellung Galerie Szene, Bern, 1978",6058,images/WV_ab 6001 DG/6058.jpg,images/WV_ab 6001 DG/thumb/6058.jpg,OPa    ,Ar   , 
6059,1976,G,,,,,50x70?,mittel,breit,,,U,,,,,,H3,b,,,Komposition,"Gregor Hasler, Herrenschwanden",PB,,,"Ausstellung Galerie Szene, Bern, 1978",6059,images/WV_ab 6001 DG/6059.jpg,images/WV_ab 6001 DG/thumb/6059.jpg,G    ,   , 
6060,1977,OP,,,,,40x45,mittel,breit,,,U,,,,,,H4,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6060,images/WV_ab 6001 DG/6060.jpg,images/WV_ab 6001 DG/thumb/6060.jpg,OP    ,   , 
6061,1977,OP,,,,,40x42?,mittel,breit,,,U,,,,,,H3,b,,,,verschollen,vers,,x,,6061,images/WV_ab 6001 DG/6061.jpg,images/WV_ab 6001 DG/thumb/6061.jpg,OP    ,   , 
6062,1976,OP,,,,,60x80?,mittel,breit,,,U,,,,,,H3,cf,,,,verschollen,vers,,,,6062,images/WV_ab 6001 DG/6062.jpg,images/WV_ab 6001 DG/thumb/6062.jpg,OP    ,   , 
6063,1975,OPa,,,,,48x46?,mittel,hoch,,,UoG,L,,,,,H3,b,,,Landschaft,Marius,vers,,,"Ausstellung Galerie Szene, Bern, 1978",6063,images/WV_ab 6001 DG/6063.jpg,images/WV_ab 6001 DG/thumb/6063.jpg,OPa    ,L   , 
6064,1974,OL?,,,,,50x70?,mittel,breit,,,UoG,FigG,mF,,,,H3,cf,,,,verschollen,vers,,,,6064,images/WV_ab 6001 DG/6064.jpg,images/WV_ab 6001 DG/thumb/6064.jpg,OL?    ,FigG mF  , 
6065,1975?,OPa,,,,,55x57?,mittel,breit,,,Gs,A,O,,,,H3,b,,,,verschollen,vers,,,,6065,images/WV_ab 6001 DG/6065.jpg,images/WV_ab 6001 DG/thumb/6065.jpg,OPa    ,A O  , 
6066,1979,OPa,,,,,30x40?,mittel,breit,,,Gs,A,FigR,,,,H4,cf,,,,verschollen,vers,,,,6066,images/WV_ab 6001 DG/6066.jpg,images/WV_ab 6001 DG/thumb/6066.jpg,OPa    ,A FigR  , 
6067,1979?,OPa?,,,,,40x40?,mittel,quadratisch,,,Gs,A,FigR,,,,H3,cf,,,,verschollen,vers,,,,6067,images/WV_ab 6001 DG/6067.jpg,images/WV_ab 6001 DG/thumb/6067.jpg,OPa?    ,A FigR  , 
6068,1978?,OP,,,,,44X48?,mittel,breit,,,Gs,A,FigR,,,,H2,cf,,,La religieuse,verschollen,vers,,,,6068,images/WV_ab 6001 DG/6068.jpg,images/WV_ab 6001 DG/thumb/6068.jpg,OP    ,A FigR  , 
6069,1978,OP,,,,,55x62,mittel,breit,,,Gs,A,FigR,,,,H3,cf,,,,verschollen,vers,,,,6069,images/WV_ab 6001 DG/6069.jpg,images/WV_ab 6001 DG/thumb/6069.jpg,OP    ,A FigR  , 
6070,2017,G,,,,,18x24,klein,breit,,,Gs,KiA,Sb,Ar,,,H4,b,,,,iBdK,,,,,6070,images/WV_ab 6001 DG/6070.jpg,images/WV_ab 6001 DG/thumb/6070.jpg,G    ,KiA Sb Ar , 
6071,1978,OP,,,,,60x68?,mittel,breit,,,Gs,A,Vo,BiB,FigR,,H3,cf,,,,iBdK,,,,,6071,images/WV_ab 6001 DG/6071.jpg,images/WV_ab 6001 DG/thumb/6071.jpg,OP    ,A Vo BiB FigR, 
6072,1979?,OP,,,,,50x57?,mittel,breit,,,Gs,FigR,Sb,,,,H4,gr,,,,iBdK,,,,,6072,images/WV_ab 6001 DG/6072_bearbeitet-1.jpg,images/WV_ab 6001 DG/thumb/6072_bearbeitet-1.jpg,OP    ,FigR Sb  , 
6073,1979,OP,,,,,45x50?,mittel,breit,,,Gs,Ar,O,,,,H3,gr,,,,iBdK,,,,,6073,images/WV_ab 6001 DG/6073_bearbeitet-1.jpg,images/WV_ab 6001 DG/thumb/6073_bearbeitet-1.jpg,OP    ,Ar O  , 
6074,2004?,zT,T,B,,,21x30?,klein,breit,Lst,,U,,,,,,H3,gr,,,,"Konrad Tobler, Bern",PB,,,,6074,images/WV_ab 6001 DG/6074.jpg,images/WV_ab 6001 DG/thumb/6074.jpg,zT T B  ,   ,Lst 
6075,1984,G,,,,,37x32,mittel,hoch,,,UoG,bb,,,,,H2,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6075,images/WV_ab 6001 DG/6075.jpg,images/WV_ab 6001 DG/thumb/6075.jpg,G    ,bb   , 
6076,1986,G,,,,,28x36,mittel,breit,,,UoG,Fk,,,,,H3,b,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6076,images/WV_ab 6001 DG/6076.jpg,images/WV_ab 6001 DG/thumb/6076.jpg,G    ,Fk   , 
6077,1986,G,,,,,28x36,mittel,breit,,,UoG,Fk,,,,,H2,cf,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6077,images/WV_ab 6001 DG/6077.jpg,images/WV_ab 6001 DG/thumb/6077.jpg,G    ,Fk   , 
6078,1990,C,OPa,,,,23x28,mittel,breit,Lwi,,U,,,,,,H4,c,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6078,images/WV_ab 6001 DG/6078.jpg,images/WV_ab 6001 DG/thumb/6078.jpg,C OPa   ,   ,Lwi 
6079,1989,C,OPa,C,,,21x30,klein,breit,,,U,BiB,,,,,H4,c,,,,"Franco und Annemarie Piatti, Gümligen",PB,,,,6079,images/WV_ab 6001 DG/6079.jpg,images/WV_ab 6001 DG/thumb/6079.jpg,C OPa C  ,BiB   , 
6080,1976,Mt,Gip,OGip,T,OPa,51x63,mittel,breit,,,Gs,O,,,,,H3,cf,,,Bootshafen,"Franco und Annemarie Piatti, Gümligen",PB,,,,6080,images/WV_ab 6001 DG/6080.jpg,images/WV_ab 6001 DG/thumb/6080.jpg,Mt Gip OGip T OPa,O   , 
