Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Ausrichtung,Darstellungsformen,Darstellungsformen,Gegenständlich/Ungegenständlich,Motiv,Motiv,Motiv,Motiv,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
0165,a2011,zT,G,Fa,,,21x30,breit,,,UoG,F,St,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0165
0166,a2011,Mt,Dd,G,C,,21x30,breit,,,U,BiB,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0166
0167,a2011,zT,Dd,Aq,,,21x30,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0167
0168,a2016,zT,Fa,G,,,21x30,breit,Lst,,U,,,,,Fst,H1,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0168
0169,a2012,Mt,Od,Kh,B,T,21x30,breit,sM,,UoG,F,St,,,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0169
0170,a2011,B,,,,,21x30,breit,,,U,,,,,Fst,H1,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0170
0171,a2012,Mt,B,T,Fs,,21x30,breit,Lwi,,UoG,F,St,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0171
0172,a2011,zT,Dd,B,,,21x30,breit,,,U,BiB,,,,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0172
0173,a2011,G,,,,,21x30,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0173
0174,a2011,Mt,B,T,G,Kh,21x30,breit,,,U,,,,,Fst,H3,gr,ParPC,,"Früchtestillleben (nach Paul Cézanne), Dd",,,,,0174
0175,a2011,C,,,,,21x30,breit,,,U,,,,,Fst,H1,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0175
0176,a2011,Mt,Dd,B,T,,21x30,breit,Lwi,,U,BiB,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0176
0177,a2012,zT,G,T,,,21x30,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0177
0178,a2011,zT,G,Dd,,,21x30,breit,,,U,BiB,,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0178
0179,a2011,zT,Dd,G,,,21x30,breit,,,U,,,,,Fst,H2,m,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0179
0180,a2011,zT,Dd,C,,,21x30,breit,,,UnG,ZM,,,,Fst,H2,gr,"ParPC, Par7a",,Früchtestillleben (nach Paul Cézanne),,,,,0180
0181,a2009,zT,G,Fa,,,21x30,breit,Lwi,,Gs,F,St,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0181
0182,a2012,zT,B,G,,,21x30,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0182
0183,a2012,T,,,,,21x30,breit,,,U,,,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0183
0184,a2013,T,,,,,21x30,breit,,,UoG,F,St,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0184
0185,a2011,,G,B,,,21x30,breit,,,U,,,,,Fst,H5,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0185
0186,a2011,Aq,,,,,21x30,breit,,,U,,,,,Fst,H1,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0186
0187,a2011,Mt,Dd,Kh,B,G,21x30,breit,Lwi,,U,,,,,Fst,H1,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0187
0188,a2013,zT,T,B,,,21x30,breit,,,Gs,St,F,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0188
0189,a2013,Mt,Dd,B,Fs,Kh,21x30,breit,Lst,Lwi,UoG,F,St,,,Fst,H1,gr,ParPC,,"Früchtestillleben (nach Paul Cézanne), G",,,,,0189
0190,a2015,B,,,,,21x30,breit,Lst,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0190
0191,a2012,zT,Aq,Dd,,,21x30,breit,,,UoG,BiB,F,St,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0191
0192,a2016,zT,Pk,T,,,21x30,breit,Lst,,UoG,F,St,,,Fst,H4,v,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0192
0193,a2011,zT,Dd,B,,,21x30,breit,Lwi,,U,BiB,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0193
0194,a2012,Mt,Dd,B,G,,21x30,breit,,,U,BiB,,,,Fst,H2,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0194
0195,a2011,Mt,Dd,T,G,C,21x30,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0195
0196,a2011,zT,Aq,G,,,21x30,breit,,,Gs,F,St,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0196
0197,a2011,zT,Dd,G,,,21x30,breit,Gi,,U,,,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0197
0198,a2012,T,,,,,21x30,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0198
0199,a2012,zT,G,B,,,21x30,breit,Gi,,UoG,St,,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0199
0200,a2012,Mt,B,T,G,C,21x30,breit,,,UoG,St,F,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0200
0201,a2016,Mt,B,Dd,G,Opl,21x30,breit,,,UoG,F,St, ,,Fst,H2,v,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0201
0202,a2012,zT,T,G,,,21x30,breit,,,UoG,St,F,,,Fst,H4,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0202
0203,a2011,G,,,,,21x30,breit,Lst,,U,,,,,Fst,H2,g,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0203
0204,a2012,zT,Aq,T,,,21x30,breit,,,U,,,,,Fst,H2,c,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0204
0205,a2016,zT,T,G,,,21x30,breit,,,U,,,,,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0205
0206,a2016,zT,T,G,,,21x30,breit,Lst,,U,,,,,Fst,H2,grv,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0206
0207,a2012,G,,,,,21x30,breit,,,Gs,F,St,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0207
0208,a2011,Aq,Aq,G,,,21x30,breit,,,UoG,F,St,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0208
0209,a2011,zT,Dd,G,,,21x30,breit,,,U,,,,,Fst,H1,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0209
0210,a2016,Mt,Fa,B,Kh,,21x30,breit,Lwi,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0210
0211,a2011,zT,Dd,B,,,21x30,breit,,,U,Ar,BiB,Sch,,Fst,H2,bw,"ParPC, Par9a",,Früchtestillleben (nach Paul Cézanne),,,,,0211
0212,a2011,Mt,Dd,Kh,G,,21x30,breit,Gi,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0212
0213,a2011,Mt,Dd,B,G,,21x30,breit,,,U,BiB,,,,Fst,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0213
0214,a2011,G,,,,,21x30,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0214
0215,a2012,zT,T,B,,,21x30,breit,,,U,,,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0215
0216,a2012,B,,,,,21x30,breit,,,U,BiB,,,,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0216
0217,a2016,G,,,,,21x30,breit,,,U,,,,,Fst,H3,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0217
0218,a2015,zT,Dd,B,,,21x30,breit,,,U,,,,,Fst,H2,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0218
0219,a2012,zT,T,G,,,21x30,breit,,,U,,,,,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0219
0220,a2011,Mt,Dd,B,Fs,G,21x30,breit,Gi,,U,,,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0220
0221,a2011,zT,Dd,G,,,21x30,breit,,,UoG,F,St,,,Fst,H2,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0221
0222,a2012,zT,Aq,G,,,21x30,breit,,,UoG,F,St,,,Fst,H3,g,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0222
0223,a2011,zT,B,G,,,21x30,breit,,,Gs,St,F,,,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0223
0224,a2011,zT,T,B,,,21x30,breit,Ul,,Gs,F,St,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0224
0225,a2015,B,,,,,21x30,breit,,,U,,,,,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0225
0226,a2011,zT,B,G,,,21x30,breit,,,U,,,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0226
0227,a2012,zT,B,G,,,21x30,breit,Lst,,UoG,F,St,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0227
0228,a2012,Mt,T,Ks,G,,21x30,breit,,,U,Sch,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0228
0229,a2012,zT,Dd,B,,,21x30,breit,,,U,BiB,,,,Fst,H2,gr,"ParPC, Par9a",,Früchtestillleben (nach Paul Cézanne),,,,,0229
0230,a2011,zT,G,Kh,,,21x30,breit,,,U,,,,,Fst,H2,m,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0230
0231,a2015,B,,,,,21x30,breit,Lst,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0231
0232,a2011,Aq,,,,,21x30,breit,,,UoG,F,St,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0232
0233,a2012,Mt,Dd,T,B,,21x30,breit,,,Gs,St,F,,,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0233
0234,a2012,zT,B,G,,,21x30,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0234
0235,a2011,zT,G,C,,,21x30,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0235
0236,a2016,zT,G,B,,,21x30,breit,,,Gs,F ,St,,,Fst,H4,v,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0236
0237,a2012,T,,,,,21x30,breit,,,U,,,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0237
0238,a2012,zT,Dd,G,,,21x30,breit,,,U,,,,,Fst,H3,g,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0238
0239,a2011,zT,Dd,G,,,21x30,breit,,,U,,,,,Fst,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0239
0240,a2011,G,,,,,21x30,breit,,,U,,,,,Fst,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0240
0241,a2011,Mt,B,T,G,,21x30,breit,,,Gs,St,F,,,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0241
0242,a2011,zT,Dd,G,,,21x30,breit,,,Gs,St,F,,,Fst,H1,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0242
0243,a2016,G,,,,,21x30,breit,,,UoG,St,F,,,Fst,H4,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0243
0244,a2011,Mt,B,G,Dd,,21x30,breit,,,U,,,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0244
0245,a2011,G,,,,,21x30,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0245
0246,a2011,zT,G,B,,,21x30,breit,,,U,,,,,Fst,H4,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0246
0247,a2012,zT,B,G,,,21x30,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0247
0248,a2011,zT,T,B,,,21x30,breit,,,U,,,,,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0248
0249,a2011,Mt,Dd,B,G,,21x30,breit,,,UoG,F,St,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0249
0250,a2011,Mt,G,B,Tx,,21x30,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0250
0251,a2011,zT,T,G,,,21x30,breit,Gi,,U,,,,,Fst,H5,gr,ParPC,was,Früchtestillleben (nach Paul Cézanne),,,,,0251
0252,a2012,Opl,,,,,21x30,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0252
0253,a2011,B,,,,,21x30,breit,Gi,Lwi,UoG,F,St,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0253
0254,a2011,zT,Dd,B,,,21x30,breit,Lwi,,U,,,,,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0254
0255,a2011,zT,B,G,,,21x30,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0255
0256,a2010,G,,,,,21x30,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0256
0257,a2011,zT,Dd,K,,,21x30,breit,,,Gs,AP,F,St,,Fst,H3,gr,"ParPC, Par7a",,Früchtestillleben (nach Paul Cézanne),,,,,0257
0258,a2011,G,,,,,21x30,breit,,,U,,,,,Fst,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0258
0259,a2012,zT,T,C,,,21x30,breit,,,U,,,,,Fst,H4,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0259
0260,a2011,B,,,,,21x30,breit,,,U,,,,,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0260
0261,a2016,zT,G,B,,,21x30,breit,,,Gs,F ,St,,,Fst,H3,v,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0261
0262,a2012,Mt,B,G,Tx,,21x30,breit,,,UoG,F,St,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0262
0263,a2015,zT,B,G,,,21x30,breit,,,U,,,,,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0263
0264,a2012,G,,,,,21x30,breit,,,UoG,F,St,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0264
0265,a2011,Mt,Aq,Dd,B,,21x30,breit,,,UoG,F,St,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0265
0266,a2011,zT,G,Fs,,,21x30,breit,,,U,,,,,Fst,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0266
0267,a2011,Mt,Dd,C,Od,,21x30,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0267
0268,a2011,zT,Dd,G,,,21x30,breit,Lst,,UoG,F,St,,,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0268
0269,a2011,G,,,,,21x30,breit,,,Gs,F,St,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0269
0270,a2011,Mt,B,T,C,,21x30,breit,,,U,,,,,Fst,H4,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0270
0271,a2013,zT,Fa,G,,,21x30,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0271
0272,a2011,zT,Dd,G,,,21x30,breit,,,UoG,BiB,,,,Fst,H3,bw,"ParPC, Par9a",,Früchtestillleben (nach Paul Cézanne),,,,,0272
0273,a2011,zT,G,B,,,21x30,breit,Lwi,,U,,,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0273
0274,a2011,G,,,,,21x30,breit,,,UoG,F,St,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0274
0275,a2011,zT,Dd,B,,,21x30,breit,Lwi,,UoG,F,St,,,Fst,H3,gr,"ParPC, Par9a",,Früchtestillleben (nach Paul Cézanne),,,,,0275
0276,a2016,zT,T,Z,,,21x30,breit,,,Gs,F,St,,,Fst,H4,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0276
0277,a2012,G,,,,,21x30,breit,,,Gs,bb,St,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0277
0278,a2012,Dd,,,,,21x30,breit,,,UnG,BiB,,,,Fst,H2,gr,"ParPC, Par9a",,Früchtestillleben (nach Paul Cézanne),,,,,0278
0279,a2011,zT,B,G,,,21x30,breit,Lwi,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0279
0280,a2011,G,,,,,21x30,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0280
0281,a2011,zT,G,Dd,,,21x30,breit,,,UoG,F,St,,,Fst,H2,g,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0281
0282,a2011,Mt,T,G,B,,21x30,breit,,,UoG,F,St,,,Fst,H2,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0282
0283,a2011,G,,,,,21x30,breit,,,U,,,,,Fst,H4,cf,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0283
0284,a2011,Mt,Od,G,T,,21x30,breit,,,UoG,F,St,,,Fst,H3,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0284
0285,a2015,zT,B,Fa,,,21x30,breit,,,U,,,,,Fst,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0285
0286,a2012,Mt,Dd,B,T,,21x30,breit,,,U,,,,,Fst,H2,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0286
0287,a2016,G,,,,,21x30,breit,,,U,,,,,Fst,H4,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0287
0288,a2011,Mt,T,G,B,,21x30,breit,,,U,Sch,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0288
0289,a2016,zT,T,G,,,21x30,breit,,,U,,,,,Fst,H2,v,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0289
0290,a2011,zT,B,Od,,,21x30,breit,Gi,,U,,,,,Fst,H1,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0290
0291,a2012,G,,,,,21x30,breit,,,Gs,bb,St,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0291
0292,a2012,Mt,B,Fs,Fa,,21x30,breit,,,Gs,F,St,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0292
0293,a2012,zT,T,G,,,21x30,breit,,,U,,,,,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0293
0294,a2012,Mt,B,Fa,G,,21x30,breit,,,UoG,F,St,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0294
0295,a2012,Opl,,,,,21x30,breit,,,U,,,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0295
0296,a2012,zT,Dd,G,,,21x30,breit,,,UnG,Pf,,,,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0296
0297,a2016,G,G,Ac,,,21x30,breit,,,U,,,,,Fst,H4,cf,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0297
0298,a2011,Mt,Dd,Ko,G,,21x30,breit,,,U,,,,,Fst,H4,bw,"ParPC, Par9a",sko,Früchtestillleben (nach Paul Cézanne),,,,,0298
0299,a2009,G,,,,,21x30,breit,,,U,,,,,Fst,H3,cf,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0299
0300,a2011,Mt,B,T,G,,21x30,breit,Lwi,,U,,,,,Fst,H5,bw,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0300
0301,a2011,zT,T,G,,,21x30,breit,Gi,,U,,,,,Fst,H3,b,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0301
0302,a2015,Mt,T,G,K,,21x30,breit,,,UoG,Ti,St,,,Fst,H3,bw,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0302
0303,a2011,G,,,,,21x30,breit,,,U,,,,,Fst,H2,cf,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0303
0304,a2012,T,,,,,21x30,breit,,,U,,,,,Fst,H3,bw,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0304
0305,a2011,zT,T,K,,,21x30,breit,,,UoG,F,St,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0305
0306,a2015,zT,B,G,,,21x30,breit,,,U,,,,,Fst,H3,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0306
0307,a2011,G,,,,,21x30,breit,,,UoG,F,St,,,Fst,H3,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0307
0308,a2011,G,,,,,21x30,breit,,,U,,,,,Fst,H3,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0308
0309,a2011,Mt,B,Fs,G,T,21x30,breit,,,U,,,,,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0309
0310,a2014,Mt,B,T,G,,21x30,breit,,,U,,,,,Fst,H4,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0310
0311,a2012,T,,,,,21x30,breit,,,U,,,,,Fst,H3,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0311
0312,a2016,G,,,,,21x30,breit,,,UoG,F,St,,,Fst,H4,v,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0312
0313,a2016,zT,Opl,T,,,21x30,breit,,,UoG,F,St,,,Fst,H3,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0313
0314,a2016,zT,Opl,G,,,21x30,breit,,,U,,,  ,,Fst,H3,v,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0314
0315,a2012,zT,Aq,T,,,21x30,breit,,,U,,,,,Fst,H2,cf,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0315
0316,a2012,Mt,B,T,G,,21x30,breit,,,UoG,F,St,,,Fst,H5,bw,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0316
0317,a2011,Aq,,,,,21x30,breit,,,UoG,F,St,,,Fst,H4,y,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0317
0318,a2016,Mt,B,G,Opl,Ve,21x30,breit,Lwi,,U,,,,,Fst,H3,v,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0318
0319,a2012,T,,,,,21x30,breit,,,U,,,,,Fst,H5,bw,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0319
0320,a2016,zT,B,Z,,,21x30,breit,,,UoG,F,St,,,Fst,H3,v,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0320
0321,a2011,zT,B,OPa,,,21x30,breit,,,U,,,,,Fst,H3,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0321
0322,a2016,G,,,,,21x30,breit,,,U,,, ,,Fst,H3,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0322
0323,a2011,zT,B,OPa,,,21x30,breit,,,U,,,,,Fst,H2,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0323
0324,a2016,G,,,,,21x30,breit,,,U,,,,,Fst,H2,b,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0324
0325,a2011,zT,B,T,,,21x30,breit,Gi,,UoG,F,St,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0325
0326,a2012,Mt,Dd,T,G,,21x30,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0326
0327,a2015,zT,T,G,,,21x30,breit,,,U,,,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0327
0328,a2012,Mt,T,B,G,,21x30,breit,Lst,,Gs,St,F,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0328
0329,a2011,Mt,Aq,G,,,21x30,breit,Gi,,U,,,,,Fst,H3,g,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0329
0330,a2016,Mt,G,T,C,,21x30,breit,,,UoG,F,St,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0330
0331,a2016,zT,T,G,,,21x30,breit,Gi,,U,,,,,Fst,H2,v,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0331
0332,a2011,T,,,,,21x30,breit,,,UoG,F,St,,,Fst,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0332
0333,a2012,zT,T,G,,,21x30,breit,,,U,,,,,Fst,H4,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0333
0334,a2012,zT,Aq,T,,,21x30,breit,,,UoG,F,St,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0334
0335,a2012,zT,T,G,,,21x30,breit,,,UoG,F,St,,,Fst,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,0335
0336,a2011,Mt,B,Fa,Fs,K,21x30,breit,Lwi,,U,,,,,Fst,H3,gr,ParPC,,"Früchtestillleben (nach Paul Cézanne), T",,,,,0336
0337,a2016,zT,T,C,,,21x30,breit,,,U,,,,,Fst,H4,bw,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0337
0338,a2010,zT,G,T,,,21x30,breit,,,UoG,F,St,,,Fst,H4,cf,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0338
0339,a2011,B,,,,,21x30,breit,Lwi,,U,,,,,Fst,H4,bw,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0339
0340,a2012,T,,,,,21x30,breit,,,U,,,,,Fst,H4,bw,ParPC,sko,Früchtestillleben (nach Paul Cézanne),,,,,0340
0341,a2015,zT,B,G,,,21x30,breit,Ul,,U,,,,,Fst,H2,b,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,0341
