Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Ausrichtung,Darstellungsformen,Darstellungsformen,Gegenständlich/Ungegenständlich,Motiv,Motiv,Motiv,Motiv,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
5162,a1983,R,,,,,20x15,hoch,,,Gs,O,St,Ti,Ec,,H4,gr,,,naturalezza muerta,,,,Kat.DG.24.4.170,5162
5163,a1983,R,,,,,8x6,hoch,,,Gs,A,Sch,,,,H2,gr,,,,,,,Kat.DG.24.4.171,5163
5164,a1983,R,,,,,13x16,breit,,,Gs,A,O,Ti,Sch,,H3,gr,,,"Figur, Objekte",,,,"Kat.DG.24.4.172, BZ-Grafikmappe",5164
5165,a1983,R,,,,,13x16,breit,,,Gs,A,O,So,Pf,,H3,gr,,,"Figur, Objekte",,,,"Kat.DG.24.4.173, BZ-Grafikmappe",5165
5166,a1983,R,,,,,19x15,hoch,,,Gs,O,Pf,Sch,Ec,,H3,gr,,,Plaza de la Independenzia,,,,Kat.DG.24.4.174,5166
5167,a1984,R,,,,,17x14,hoch,,,Gs,Ti,Pf,Sch,O,,H3,gr,,,Wealth,,,,Kat.DG.24.4.175,5167
5168,a1983,R,,,,,20x15,hoch,,,Gs,O,bb,Sch,Ar,,H4,gr,,,,,,,Kat.DG.24.4.176,5168
5169,a1983,R,,,,,9x8,hoch,,,Gs,A,,,,,H2,gr,,,,,,,Kat.DG.24.4.177,5169
5170,a1984,R,,,,,9x8,hoch,,,Gs,A,So,Sch,,,H2,gr,,,,,,,Kat.DG.24.4.178,5170
5171,a1984,R,,,,,14x16,breit,,,Gs,A,So,,,,H2,gr,,,,,,,Kat.DG.24.4.179,5171
5172,a1984,R,,,,,8x9,breit,,,Gs,A,So,O,,,H2,gr,,,,,,,Kat.DG.24.4.180,5172
5173,a1984,R,,,,,8x9,breit,,,Gs,A,So,,,,H1,gr,,,,,,,Kat.DG.24.4.181,5173
5174,a1983,R,,,,,15x20,breit,,,Gs,FigR,O,Pf,,,H4,gr,,,,,,,Kat.DG.24.4.183,5174
5175,a1984,R,,,,,7x8,breit,,,Gs,A,,,,,H1,gr,,,,,,,Kat.DG.24.4.184,5175
5176,a1984,R,,,,,8x7,hoch,,,Gs,A,,,,,H1,gr,,,,,,,Kat.DG.24.4.185,5176
5177,a1983,R,,,,,14x17,breit,,,Gs,A,Ti,O,St,,H4,gr,,,,,,,Kat.DG.24.4.187,5177
5178,a1983,R,,,,,14x16,breit,,,Gs,A,O,Pf,Sch,,H3,gr,,,,,,,Kat.DG.24.4.188,5178
5179,a1983,R,,,,,15x15,quadratisch,,,Gs,Ti,O,Pf,Vo,,H3,gr,,,,,,,Kat.DG.24.4.192,5179
5180,a1984,R,,,,,14x16,breit,,,Gs,Ti,O,Sch,,,H1,gr,,,conférence,,,,Kat.DG.24.4.196 I,5180
5181,a1984,R,,,,,14x16,breit,,,Gs,Ti,O,bb,,,H3,gr,,,,,,,Kat.DG.24.4.197 II,5181
5182,a1984,R,,,,,14x16,breit,,,UoG,O,,,,,H2,gr,,,,,,,Kat.DG.24.4.210,5182
5183,a1985,R,,,,,13x12,hoch,,,Gs,O,St,bb,Pf,,H2,gr,,,,,,,Kat.DG.24.4.212,5183
5184,a1985,R,,,,,10x12,breit,,,UoG,Ti,,,,,H3,gr,,,,,,,Kat.DG.24.4.213,5184
5185,a1985,R,,,,,10x12,breit,,,UoG,Ti,O,,,,H3,gr,,,,,,,Kat.DG.24.4.214,5185
5186,a1985,R,,,,,10x12,breit,,,Gs,Ti,bb,St,O,,H3,gr,,,,,,,Kat.DG.24.4.215,5186
5187,a1985,R,,,,,13x17,breit,,,UoG,Ti,O,Sch,,,H4,gr,,,E gfreuti Sach ...,,,,"Kat.DG.24.4.217, GSMBA - Jahresblatt 85",5187
5188,a1985,R,,,,,13x17,breit,,,UoG,L,Pf,Sch,,,H3,gr,,,VerDAMMt,,,,"Kat.DG.24.4.218, GSMBA - Jahresblatt 85",5188
5189,a1985,R,,,,,13x17,breit,,,UoG,L,lL,O,,,H3,gr,,,TELL them,,,,"Kat.DG.24.4.219, GSMBA - Jahresblatt 85",5189
5190,a1984,R,,,,,13x16,breit,,,U,,,,,,H3,gr,,,,,,,Kat.DG.24.4.223,5190
5191,a1985,R,,,,,13x16,breit,,,Gs,L,O,,,,H4,gr,,,,,,,Kat.DG.24.4.227,5191
5192,a1985,R,,,,,23x20,hoch,,,UoG,O,St,Pf,,,H4,gr,,,Déjeuner sur l'herbe,,,,Kat.DG.24.4.233,5192
5193,a1985,R,,,,,14x16,breit,,,Gs,Ti,O,,,,H4,gr,,,,,,,Kat.DG.24.4.234,5193
5194,a1985,R,,,,,15x13,hoch,,,UoG,Vo,O,,,,H3,gr,,,,,,,Kat.DG.24.4.235,5194
5195,a1986,R,,,,,12x16,breit,,,U,,,,,,H3,gr,,,,,,,Kat.DG.24.4.257,5195
5196,a1986,R,,,,,12x16,breit,,,U,,,,,,H3,gr,,,,,,,Kat.DG.24.4.263,5196
5197,a1987,R,,,,,12x16,breit,,,U,,,,,,H3,gr,,,,,,,Kat.DG.24.4.274,5197
5198,a1997,R,,Od,,,15x18,breit,,,U,,,,,,H4,c,,,,,,,Kat.DG.24.4.291 II,5198
5199,a1997,R,,Od,,,15x18,breit,,,U,,,,,,H4,c,,,,,,,Kat.DG.24.4.292 II,5199
5200,a1989,R,,,,,11x15,breit,,,U,,,,,,H3,bw,,,,,,,Kat.DG.24.4.333,5200
5201,a1989,R,,,,,11x15,breit,,,U,,,,,,H4,bw,,,,,,,Kat.DG.24.4.341,5201
5202,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H3,bw,,,parallel,,,,"Kat.DG.24.4.271, I/XII",5202
5203,a1987,R,,,,,15x18,breit,,,UnG,Pf,,,,pa,H2,bw,,,parallel,,,,"Kat.DG.24.4.270, II/XII",5203
5204,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H3,bw,,,parallel,,,,"Kat.DG.24.4.269, III/XII",5204
5205,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H3,bw,,,parallel,,,,"Kat.DG.24.4.266, IV/XII",5205
5206,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H3,bw,,,parallel,,,,"Kat.DG.24.4.296, V/XII",5206
5207,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H2,bw,,,parallel,,,,"Kat.DG.24.4.268, VI/XII",5207
5208,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H3,bw,,,parallel,,,,"Kat.DG.24.4.288, VII/XII",5208
5209,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H3,bw,,,parallel,,,,"Kat.DG.24.4.267, VIII/XII",5209
5210,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H4,bw,,,parallel,,,,"Kat.DG.24.4.286, IX/XII",5210
5211,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H3,bw,,,parallel,,,,"Kat.DG.24.4.292, X/XII",5211
5212,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H4,bw,,,parallel,,,,"Kat.DG.24.4.287, XI/XII",5212
5213,a1987,R,,,,,15x18,breit,,,U,,,,,pa,H2,bw,,,parallel,,,,"Kat.DG.24.4.285, XII/XII",5213
5214,a1974,R,,,,,25x20,hoch,,,UoG,FigG,,,,,H1,bw,,,,,,,Kat.DG.24.4.01,5214
5215,a1977,R,,,,,25x23,hoch,,,U,,,,,,H3,gr,,,,,,,Kat.DG.24.4.03,5215
5216,a1977,R,,,,,8x8,quadratisch,,,U,,,,,,H1,bw,,,,,,,Kat.DG.24.4.04,5216
5217,a1976,R,,,,,25x20,hoch,,,UoG,,,,,,H4,gr,,,Prozession,,,,Kat.DG.24.4.05a,5217
5218,a1977,R,,,,,25x20,hoch,,,UoG,,,,,,H4,gr,,,Prozession,,,,Kat.DG.24.4.05b,5218
5219,a1977,R,,,,,23x27,breit,,,U,,,,,,H3,b,,,,,,,Kat.DG.24.4.08a,5219
5220,a1977,R,,,,,17x14,hoch,,,UoG,L,Pf,mF,,,H3,bw,,,Figur in einer Landschaft,,,,Kat.DG.24.4.12,5220
5221,a1977,R,,,,,22x20,hoch,,,UoG,L,Pf,mF,,,H4,bw,,,Figur in einer Landschaft,,,,Kat.DG.24.4.14,5221
5222,a1978,R,,,,,26x24,hoch,,,Gs,ZM,A,Ti,,,H1,bw,,,Zeichner und Modell,,,,Kat.DG.24.4.15,5222
5223,a1978,R,,,,,22x20,hoch,,,Gs,ZM,A,FigR,Vo,,H4,bw,,,Figuren im Raum,,,,Kat.DG.24.4.16,5223
5224,a1978,R,,,,,15x15,quadratisch,,,Gs,A,,,,,H2,gr,,,,,,,Kat.DG.24.4.18,5224
5225,a1979,R,,,,,25x20,hoch,,,Gs,ZM,AP,FigR,O,,H4,bw,ParT,,"Bacchanalie, nach Tizian",,,,Kat.DG.24.4.20 I,5225
5226,a1979,R,,,,,25x20,hoch,,,Gs,Pf,AP,FigR,O,,H4,bw,ParT,,"Bacchanalie, nach Tizian",,,,Kat.DG.24.4.20 II,5226
5227,a1979,R,,,,,20x24,breit,,,Gs,P,FigR,Sch,O,,H1,bw,Par8a,,Woodstock 79,,,,Kat.DG.24.4.24 I,5227
5228,a1979,R,,,,,20x24,breit,,,Gs,P,FigR,Sch,O,,H3,bw,Par8a,,Woodstock 79,,,,Kat.DG.24.4.24 II,5228
5229,a1979,R,,,,,25x30,breit,,,Gs,A,FigR,BiB,Sch,,H3,bw,,,"Rückenakt, Bilder, Raum",,,,Kat.DG.24.4.25 I,5229
5230,a1979,R,,,,,23x26,breit,,,Gs,mF,,,,,H1,bw,ParJHF,,"nach J.H. Füssli ""Le cauchemar""",,,,Kat.DG.24.4.31 I,5230
5231,a1982,R,,,,,23x26,breit,,,Gs,mF,,,,,H4,bw,ParJHF,,"nach J.H. Füssli ""Le cauchemar""",,,,Kat.DG.24.4.31 III,5231
5232,a1987,R,,,,,23x26,breit,,,Gs,mF,,,,,H5,bw,ParJHF,,"nach J.H. Füssli ""Le cauchemar""",,,,Kat.DG.24.4.31 IV,5232
5233,a1979,R,,,,,15x17,breit,,,Gs,FigG,Sch,,,,H4,gr,,kre,Fünf Figuren,,,,Kat.DG.24.4.36,5233
5234,a1979,R,,,,,23x27,breit,,,Gs,mF,FigR,O,,,H4,bw,Par4,,"aus Piero della Francescas ""Baptism""",,,,Kat.DG.24.4.38,5234
5235,a1979,R,,,,,13x16,breit,,,Gs,Sb,Sch,FigR,,,H2,bw,,,Selbstportrait,,,,Kat.DG.24.4.39 I,5235
5236,a1979,R,,,,,13x16,breit,,,Gs,Sb,Sch,FigR,,,H3,gr,,,Selbstportrait,,,,Kat.DG.24.4.39 III,5236
5237,a1979,R,,,,,25x30,breit,,,Gs,Sb,FigR,O,lL,,H3,bw,,,"Selbst, Raum, Objekte",,,,"Kat.DG.24.4.42, KiA",5237
5238,a1980,R,,,,,30x40,breit,,,Gs,FigG,BiB,FigR,,,H3,bw,,,"Biblische Geschichten gezeichnet von der Klasse 5a der Sek. Seidenberg, Gümligen",,"Klasse 5a, Seidenberg, Gümligen",,Kat.DG.24.4.45 II,5238
5239,a1980,R,,,,,30x40,breit,,,Gs,BiB,Sch,Ri,FigR,,H2,bw,,,,,"Klasse 2a, Seidenberg, Gümligen",,Kat.DG.24.4.46 I,5239
5240,a1980,R,,,,,15x20,breit,,,Gs,mF,FigR,,,,H3,bw,,,"""Zone"" (Apollinaire)",,,,Kat.DG.24.4.50,5240
5241,a1980,R,,,,,25x32,breit,,,Gs,mF,FigR,O,Sch,,H2,bw,,,,,,,Kat.DG.24.4.51 I,5241
5242,a1981,R,,,,,25x32,breit,,,Gs,mF,FigR,O,Sch,,H3,bw,,,,,,,Kat.DG.24.4.51 I,5242
5243,a1981,R,,,,,30x39,breit,,,Gs,mF,BiB,Pf,FigR,,H3,bw,,,with a little help from my friend Mietek Suwala,,Mietek Suwala,,Kat.DG.24.4.54,5243
5244,a1981,R,,,,,30x40,breit,,,Gs,Ri,Sb,Pf,BiB,,H3,bw,,,"Raum, Bilder",,,,"FigR, Kat.DG.24.4.59",5244
5245,a1981,R,,,,,28x27,hoch,,,Gs,Ri,Pf,FigR,Sch,,H4,bw,,,,,,,Kat.DG.24.4.68,5245
5246,a1981,R,,,,,25x30,breit,,,Gs,A,O,FigR,,,H4,bw,,,,,,,Kat.DG.24.4.70,5246
5247,a1981,R,,,,,28x36,breit,,,Gs,Sb,Pf,FigR,O,,H3,bw,,,Août 81,,,,Kat.DG.24.4.82,5247
5248,a1982,R,,,,,30x25,hoch,,,Gs,Sb,BiB,FigR,KiA,,H3,bw,,,,,,,Kat.DG.24.4.84 I,5248
5249,a1984,R,,,,,30x25,hoch,,,Gs,Sb,BiB,FigR,KiA,,H4,bw,,,,,,,Kat.DG.24.4.84 II,5249
5250,a1982,R,,,,,22x25,breit,,,Gs,A,O,FigR,,,H3,bw,,Par3,"""Der Tag"" (nach Michelangelo Buonarroti)",,,,Kat.DG.24.4.88 II,5250
5251,a1982,R,,,,,22x25,breit,,,Gs,Sb,mF,BiB,O,,H1,bw,,Par5,"""Die Nacht"" (nach Ferdinand Hodler)",,,,"FigR, Kat.DG.24.4.89 I, Sch",5251
5252,a1982,R,,,,,23x28,breit,,,Gs,A,Ti,,,,H2,gr,,,,,,,Kat.DG.24.4.104,5252
5253,a1982,R,,,,,25x32,breit,,,Gs,O,Sch,bb,Ar,,H3,bw,,,Kinderzimmer II,,Schüler der Sekundarschule Boll,,Kat.DG.24.4.115,5253
5254,a1982,R,,,,,25x32,breit,,,Gs,O,Sch,Ar,Pf,,H2,bw,,,Kinderzimmer III,,Schüler der Sekundarschule Boll,,Kat.DG.24.4.116,5254
5255,a1982,R,,,,,20x25,breit,,,Gs,Ar,bb,O,,,H3,bw,,,,,Dominique Piatti,,Kat.DG.24.4.118 II,5255
5256,a1982,R,,,,,22x25,breit,,,Gs,Sb,mF,BiB,O,,H3,bw,,Par5,"""Die Nacht"" (nach Ferdinand Hodler)",,,,"FigR, Kat.DG.24.4.89 II",5256
5257,a1982,R,,,,,25x33,breit,,,Gs,FigR,O,Pf,,6R,H3,bw,,,"ohne Titel (aus ""6 Räume"")",,,,Kat.DG.24.4.123,5257
5258,a1982,R,,,,,25x33,breit,,,Gs,FigR,O,Pf,Sch,6R,H3,bw,,,"ohne Titel (aus ""6 Räume"")",,,,Kat.DG.24.4.124,5258
5259,a1982,R,,,,,25x33,breit,,,Gs,O,Pf,lL,KiA,6R,H3,bw,,Par1,"ohne Titel (aus ""6 Räume"")",,,,"FigR, Kat.DG.24.4.120",5259
5260,a1982,R,,,,,25x33,breit,,,Gs,FigR,O,Pf,Sb,6R,H3,bw,,,"ohne Titel (aus ""6 Räume"")",,,,Kat.DG.24.4.121,5260
5261,a1982,R,,,,,25x33,breit,,,Gs,A,O,Pf,Tie,6R,H3,bw,,,"ohne Titel (aus ""6 Räume"")",,,,"FigR, Kat.DG.24.4.122",5261
5262,a1982,R,,,,,25x33,breit,,,Gs,Ar,O,Sch,,6R,H3,bw,,,5258),,,,Kat.DG.24.4.125,5262
5263,a1984,R,,,,,25x32,breit,,,Gs,O,St,Ti,Sch,,H4,bw,,,,,,,Kat.DG.24.4.126,5263
5264,a1982,R,,,,,25x32,breit,,,Gs,FigR,Sch,Ar,,VM,H1,bw,,,Fabrikationshalle der VM,,,,Kat.DG.24.4.127 III,5264
5265,a1982,R,,,,,25x32,breit,,,Gs,FigR,Sch,Ar,,VM,H2,bw,,,Fabrikationshalle der VM,,,,Kat.DG.24.4.127 IV,5265
5266,a1982,R,,,,,25x32,breit,,,Gs,FigR,Sch,Ar,,VM,H2,bw,,,Fabrikationshalle der VM,,,,Kat.DG.24.4.127 V,5266
5267,a1982,R,,,,,25x32,breit,,,Gs,FigR,Sch,Ar,,VM,H3,bw,,,Fabrikationshalle der VM,,,,Kat.DG.24.4.127 VI,5267
5268,a1982,R,,,,,25x32,breit,,,Gs,FigR,Sch,Ar,,VM,H3,bw,,,Fabrikationshalle der VM,,,,Kat.DG.24.4.127 VII,5268
5269,a1982,R,,,,,25x32,breit,,,Gs,FigR,Sch,Ar,,VM,H4,bw,,,Fabrikationshalle der VM,,,,Kat.DG.24.4.127 VIII,5269
5270,a1982,R,,,,,25x32,breit,,,Gs,FigR,Sch,Ar,,VM,H5,bw,,,Fabrikationshalle der VM,,,,Kat.DG.24.4.127 IX,5270
5271,a1982,R,,Od,,,25x32,breit,,,Gs,FigR,Sch,Ar,,VM,H4,c,,,Fabrikationshalle der VM,,,,Kat.DG.24.4.127 X,5271
5272,a1984,R,,,,,25x33,breit,,,UoG,O,St,Sch,,,H3,bw,,,Der Albtraum des Prof. Dr. W. Halden,,,,Kat.DG.24.4.129 II,5272
5273,a1983,R,,,,,20x25,breit,,,Gs,FigG,O,Sch,,,H2,bw,,,Portionen. Portionen/Reinigung. Reinigung. Reinigung. Leergut Portionen Leergut,,,,Kat.DG.24.4.134,5273
5274,a1983,R,,,,,25x32,breit,,,Gs,Ri,O,St,Pf,,H2,bw,,,,,,,Kat.DG.24.4.136 I,5274
5275,a1983,R,,,,,25x32,breit,,,Gs,Ri,O,St,Pf,,H4,bw,,,,,,,Kat.DG.24.4.136 II,5275
5276,a1984,R,,,,,25x32,breit,,,Gs,A,bb,lL,FigR,,H2,bw,,,,,,,Kat.DG.24.4.189,5276
5277,a1983,R,,,,,24x20,hoch,,,UoG,,,,,,H3,bw,,,,,,,Kat.DG.24.4.191,5277
5278,a1983,R,,,,,20x24,breit,,,Gs,Ti,O,Sch,,,H1,bw,,,,,,,Kat.DG.24.4.193,5278
5279,a1983,R,,,,,20x24,breit,,,Gs,Ti,O,Sch,,,H2,m,,,,,,,Kat.DG.24.4.194,5279
5280,a1983,R,,,,,20x24,breit,,,Gs,Ti,O,Sch,,,H4,bw,,,,,,,Kat.DG.24.4.195,5280
5281,a1985,R,,,,,19x28,breit,,,UoG,Pf,,,,,H2,bw,,,,,,,Kat.DG.24.4.198,5281
5282,a1985,R,,,,,25x32,breit,,,Gs,Ti,O,,,,H4,bw,,,,,,,Kat.DG.24.4.199,5282
5283,a1985,R,,,,,25x32,breit,,,UoG,Ti,bb,O,,,H4,bw,,,,,,,Kat.DG.24.4.200,5283
5284,a1984,R,,,,,20x24,breit,,,UoG,Ti,,,,,H3,bw,,,,,,,Kat.DG.24.4.201 III,5284
5285,a1984,R,,,,,20x24,breit,,,UoG,Ti,O,Sch,,,H4,bw,,,,,,,Kat.DG.24.4.202 II,5285
5286,a1985,R,,,,,20x24,breit,,,UoG,O,lL,,,,H4,bw,,,,,,,Kat.DG.24.4.202 III,5286
5287,a1984,R,,,,,20x24,breit,,,Gs,Ti,bb,,,,H4,bw,,,,,,,Kat.DG.24.4.203 II,5287
5288,a1984,R,,,,,20x24,breit,,,UoG,Ti,O,Sch,,,H4,bw,,,,,,,Kat.DG.24.4.203 III,5288
5289,a1984,R,,,,,25x32,breit,,,UoG,Ti,bb,O,Pf,,H1,bw,,,,,,,Kat.DG.24.4.204,5289
5290,a1984,R,,,,,25x32,breit,,,UoG,Ti,Sch,,,,H2,bw,,,,,,,Kat.DG.24.4.205 I,5290
5291,a1985,R,,,,,25x32,breit,,,UoG,Ti,bb,O,,,H4,bw,,,,,,,Kat.DG.24.4.205 II,5291
5292,a1984,R,,,,,25x32,breit,,,UoG,Ti,Sch,,,,H1,bw,,,,,,,Kat.DG.24.4.206 I,5292
5293,a1984,R,,,,,25x32,breit,,,UoG,Ti,Sch,,,,H3,bw,,,,,,,Kat.DG.24.4.206 II,5293
5294,a1983,R,,,,,25x32,breit,,,Gs,A,Ti,O,Pf,AF,H2,bw,,,,,,,Kat.DG.24.4.207 I,5294
5295,a1983,R,,,,,25x32,breit,,,Gs,A,Ti,O,Pf,AF,H3,bw,,,,,,,Kat.DG.24.4.207 II,5295
5296,a1983,R,,,,,25x32,breit,,,Gs,mF,Ti,O,Pf,AF,H4,bw,,,,,,,Kat.DG.24.4.207 III,5296
5297,a1984,R,,,,,25x32,breit,,,Gs,A,,,,,H1,bw,,,,,,,Kat.DG.24.4.208,5297
5298,a1985,R,,,,,20x29,breit,,,UoG,L,,,,,H3,gr,,,,,,,Kat.DG.24.4.220,5298
5299,a1985,R,,,,,25x32,breit,,,UoG,Pf,,,,,H2,bw,,,,,,,Kat.DG.24.4.221,5299
5300,a1985,R,,,,,25x32,breit,,,UoG,Pf,,,,,H2,bw,,,,,,,Kat.DG.24.4.222,5300
5301,a1985,R,,,,,21x27,breit,,,UoG,St,O,,,,H3,bw,,,,,,,Kat.DG.24.4.224 I,5301
5302,a1997,R,,,,,21x27,breit,,,UoG,St,O,,,,H4,c,,,,,,,Kat.DG.24.4.224 II,5302
5303,a1984,R,,,,,20x24,breit,,,UoG,O,St,,,,H3,bw,,,,,,,Kat.DG.24.4.225,5303
5304,a1985,R,,,,,20x29,breit,,,UoG,So,,,,,H3,bw,,,,,,,Kat.DG.24.4.226,5304
5305,a1985,R,,,,,25x33,breit,,,Gs,L,O,Pf,Sch,EvB,H3,gr,,,"composición con Morenitas, Deditos y Tentación",,,,Kat.DG.24.4.228,5305
5306,a1985,R,,,,,25x33,breit,,,UoG,L,Pf,Sch,,EvB,H3,gr,,,VerDaMMt,,,,Kat.DG.24.4.229,5306
5307,a1985,R,,,,,25x33,breit,,,UoG,L,O,lL,,EvB,H3,gr,,,TELL them,,,,Kat.DG.24.4.231,5307
5308,a1985,R,,,,,15x20,breit,,,Gs,L,O,Pf,Sch,,H3,gr,,,"composición con Morenitas, Deditos y Tentación",,,,"Kat.DG.24.4.232, GSMBA Gönnerblatt",5308
5309,a1997,R,,Od,,,20x27,breit,,,UoG,,,,,,H3,c,,,,,,,Kat.DG.24.4.295 II,5309
5310,a1988,R,,,,,25x32,breit,,,UoG,,,,,,H2,bw,,,o.T. (Gefäss),,,,Kat.DG.24.4.300,5310
5311,a1988,R,,,,,25x32,breit,,,U,,,,,,H3,bw,,,,,,,Kat.DG.24.4.302,5311
5312,a1988,R,,,,,25x32,breit,,,U,,,,,,H4,bw,,,,,,,Kat.DG.24.4.303,5312
5313,a1988,R,,,,,25x32,breit,,,U,,,,,,H5,bw,,,,,,,Kat.DG.24.4.304,5313
5314,a1988,R,,,,,25x33,breit,,,U,Sta,,,,,H4,bw,,,,,,,Kat.DG.24.4.307,5314
5315,a1988,R,,,,,25x33,breit,,,U,,,,,,H3,gr,,,,,,,Kat.DG.24.4.308,5315
5316,a1988,R,,,,,25x32,breit,,,U,,,,,,H3,gr,,,,,,,Kat.DG.24.4.309,5316
5317,a1997,R,,Od,,,25x32,breit,,,U,,,,,,H3,c,,,,,,,Kat.DG.24.4.309 II,5317
5318,a1990,R,,,,,25x33,breit,,,U,,,,,,H3,bw,,,,,,,Kat.DG.24.4.334,5318
5319,a1990,R,,,,,25x33,breit,,,U,,,,,,H3,gr,,,,,,,"Kat.DG.24.4.335, Verein für Originalgrafik",5319
5320,a1996,R,,,,,14x20,breit,,,U,,,,,,H1,gr,,,,,,,Kat.DG.24.4.357,5320
5321,a1977,OP,,,,,39x37,hoch,,,U,,,,,,H4,gr,,,,,,,,5321
5322,a2012,C,Dd,B,Mt,G,40x49,breit,,,U,Sch,,,,,H2,gr,Par9a,was,Indigineous Parts (nach Rachel Harrison),,,,"Kh, Fs",5322
5323,a2012,C,Dd,B,Mt,Sc,40x55,breit,,,U,,,,,,H2,gr,Par9a,zwi,Trees for the Forest (after Rachel Harrison),,,,Ko,5323
5324,a2012,C,Dd,B,T,Mt,40x57,breit,Lwi,,U,,,,,,H3,gr,Par9a,,If I Did It (after Rachel Harrison),,,,"Fs, Kh",5324
5325,a2012,C,Dd,B,T,Mt,42x58,breit,Lst,,UnG,Pf,mF,,,,H2,gr,Par9a,was,When Hangover Becomes Form (after Rachel Harrison),,,,"Fs, Kh, Od, G",5325
5326,a1973,Ls,,,,,15x10,hoch,,,UoG,mF,Mw,Tie,Ca,,H2,bw,,,Groteske (Formen),,,,Kat.DG.24.1.03,5326
5327,a1975,Ls,,,,,17x14,hoch,,,U,,,,,,H5,bw,,,EINANDER SUCHEN,,,,Kat.DG.24.1.04,5327
5328,a1979,Ls,,,,,13x9,hoch,,,UoG,A,FigR,lL,,,H4,bw,,,,,,,Kat.DG.24.1.06,5328
5329,a1990,Ls,,,,,12x16,breit,,,U,,,,,,H3,c,,,,,,,Kat.DG.24.1.07,5329
5330,a1990,Ls,,,,,29x39,breit,,,U,,,,,,H2,c,,,,,,,Kat.DG.24.1.08,5330
5331,a1990,Ls,,,,,29x39,breit,,,U,,,,,,H2,c,,,,,,,Kat.DG.24.1.19,5331
5332,a1990,Ls,,,,,29x39,breit,,,U,,,,,,H1,c,,,,,,,Kat.DG.24.1.08,5332
5333,a1990,Ls,,,,,29x39,breit,,,U,,,,,,H4,c,,,,,,,Kat.DG.24.1.08,5333
5334,a1991,Ls,,,,,29x39,breit,,,U,,,,,,H4,c,,,,,,,Kat.DG.24.1.09,5334
5335,a1978,Hs,,,,,12x14,breit,,,UoG,A,FigR,BiB,O,,H4,bw,,,,,,,Kat.DG.24.2.03,5335
5336,a1978,Hs,,,,,12x14,breit,,,UoG,A,FigR,BiB,O,,H3,cf,,,,,,,Kat.DG.24.2.04,5336
5337,a1978,Hs,,,,,6x8,breit,,,UoG,A,FigR,Vo,,,H4,bw,,,,,,,Kat.DG.24.2.05,5337
5338,a1978,Hs,,,,,12x15,breit,,,UoG,A,FigR,BiB,lL,,H4,bw,,,,,,,Kat.DG.24.2.06 I,5338
5339,a1978,Hs,,,,,12x15,breit,,,UoG,A,FigR,BiB,lL,,H3,bw,,,,,,,Kat.DG.24.2.06 II,5339
5340,a1979,Hs,,,,,7x8,breit,,,UoG,A,FigR,BiB,O,,H4,cf,,,,,,,Kat.DG.24.2.07,5340
5341,a1977,R,,,,,22x20,hoch,,,UoG,mF,Pf,L,,,H3,gr,,,Figur in Landschaft,,,,Kat.DG.24.4.14 I,5341
5342,a1977,R,,,,,22x20,hoch,,,UoG,mF,Pf,L,,,H3,gr,,,Figur in Landschaft,,,,Kat.DG.24.4.14 II,5342
5343,a1977,R,,,,,23x28,breit,,,U,,,,,,H3,bw,,,,,,,Kat.DG.24.4.08 I,5343
5344,a2010,G,,,,,21x31,breit,,,UnG,Pf,Sch,,,,H2,cf,,ParPC,Richtung Apfel (Cézanne),,,,,5344
5345,a1993,Hs,,,,,32x63,breit,,,U,,,,,,H2,cf,,,,,,,Kat.DG.24.2.08,5345
5346,a1991,Ls,,,,,58x77,breit,ovÖ,,U,,,,,,H2,gr,,,,,,,Kat.DG.24.1.20,5346
5347,a1991,Ls,,,,,57x75,breit,ovÖ,,U,,,,,,H4,c,,,,,,,Kat.DG.24.1.20 (5),5347
5348,a1991,Ls,,,,,57x75,breit,ovÖ,,U,,,,,,H4,c,,,,,,,"Kat.DG.24.1.21, Verein für Originalgrafik",5348
5349,a1991,Ls,,,,,57x75,breit,ovÖ,,U,,,,,,H3,cf,,,,,,,"Kat.DG.24.1.22, Verein für Originalgrafik",5349
5350,a1992,Ls,,,,,56x75,breit,ovÖ,,U,,,,,,H3,gr,,,,,,,Kat.DG.24.1.24,5350
5351,a1991,Ls,,,,,54x66,breit,ovÖ,,U,,,,,,H3,g,,,,,,,Kat.DG.24.1.22,5351
5352,a1991,Ls,,,,,56x75,breit,ovÖ,,U,,,,,,H5,cf,,,,,,,Kat.DG.24.1.15,5352
5353,a1992,Ls,,,,,57x75,breit,ovÖ,,U,,,,,,H4,cf,,,,,,,Kat.DG.24.1.27,5353
